Gene,RLS
YFR009W,25.96667
YFR010W,19.33566
YFR011C,20.2
YFR012W,26.53333
YFR013W,34.2
YFR014C,30.2
YFR015C,32.81538
YFR016C,24.5
YFR017C,24.8
YFR018C,29.2
YFR019W,13.4
YFR020W,22.6
YFR021W,18.2
YFR022W,32.2
YFR023W,22.8
YFR024C-A,32.52
YFR025C,33.2
YFR026C,28.6
YFR030W,25.6
YFR031C-A,25.52
YFR032C-A,33.58462
YFR032C,22.4
YFR033C,27.55
YFR034C,24
YFR035C,20
YFR036W,19.6
YFR038W,28.6
YFR039C,32
YFR040W,36.912
YFR041C,19.8
YFR043C,27.52
YFR044C,19
YFR045W,22.4
YFR046C,19.2
YFR047C,23.4
YFR048W,16.2
YFR049W,17.8
YFR053C,21.4
YFR054C,18.4
YFR055W,20.6
YFR056C,20.4
YFR057W,29
YGL002W,19.2
YGL003C,14.3
YGL004C,17.2
YGL005C,27.4
YGL006W,30.92889
YGL007W,28.2
YGL010W,23.2
YGL012W,26.65
YGL013C,27
YGL014W,29.2
YGL015C,17.8
YGL016W,18
YGL017W,33.6
YGL019W,28.6
YGL020C,27.52
YGL021W,22.4
YGL023C,33.6
YGL024W,32.4
YGL025C,28.4
YGL026C,34
YGL027C,23.4
YGL028C,24.2
YGL029W,22.24
YGL031C,24.72
YGL032C,21.8
YGL033W,25.4
YGL034C,27.4
YGL035C,25.26667
YGL036W,20.4
YGL037C,28.51435
YGL038C,2.46667
YGL039W,22.8
YGL041C,21
YGL042C,31.95
YGL043W,23.45455
YGL045W,19.6
YGL046W,21.2
YGL049C,25.12308
YGL050W,29.8
YGL051W,24
YGL053W,25.6
YGL054C,23.88
YGL056C,27.8
YGL057C,17.2
YGL058W,16.42222
YGL059W,26.8
YGL060W,26.6
YGL062W,28.82353
YGL063W,26.2
YGL064C,27
YGL066W,40.82866
YGL067W,19.2
YGL070C,13.76829
YGL071W,16.6
YGL072C,17.84
YGL076C,32.57471
YGL077C,27
YGL078C,31.54167
YGL079W,31
YGL080W,26.6
YGL081W,20.6
YGL082W,34.36
YGL083W,23.6
YGL084C,27.6
YGL085W,23.8
YGL086W,19.4
YGL087C,20.04
YGL088W,23
YGL089C,25.52
YGL090W,31.2
YGL094C,28.6
YGL095C,14.6
YGL096W,32.98182
YGL101W,23.2
YGL104C,27.4
YGL105W,24.6
YGL107C,23.2
YGL108C,20.6
YGL109W,26.2
YGL110C,32.8
YGL114W,12.2
YGL115W,22.10909
YGL117W,24.4
YGL118C,31.8
YGL121C,26.8
YGL124C,22.8
YGL126W,21.2
YGL127C,20.22222
YGL129C,30.75294
YGL131C,26
YGL132W,25.4
YGL133W,23.704
YGL135W,32.70769
YGL136C,18.8
YGL138C,30.8
YGL139W,21.4
YGL140C,19.6
YGL141W,18.6
YGL143C,33
YGL144C,22.4
YGL146C,23.2
YGL147C,32.776
YGL148W,12
YGL149W,20
YGL151W,26.8
YGL152C,22.8
YGL153W,24.6
YGL154C,27.8
YGL156W,17
YGL157W,16.4
YGL158W,20.6
YGL159W,20
YGL160W,23.2
YGL161C,21.6
YGL162W,29.6
YGL163C,25.04
YGL164C,25.6
YGL165C,30.24444
YGL166W,26.91111
YGL167C,24.35762
YGL168W,23.08
YGL170C,18.6
YGL173C,21.4
YGL174W,22.2
YGL175C,22.8
YGL176C,19.6
YGL177W,24.8
YGL178W,26.27119
YGL179C,29.26667
YGL180W,27.57161
YGL181W,19.8
YGL194C,27.76923
YGL195W,22.8
YGL196W,24
YGL197W,17.2
YGL198W,23
YGL199C,21.2
YGL200C,31.24444
YGL202W,19.4
YGL203C,27.8
YGL205W,24.6
YGL206C,6.4
YGL208W,31.104
YGL209W,22.22222
YGL210W,26
YGL211W,27.8
YGL212W,13.6
YGL213C,22
YGL214W,33.1
YGL215W,20.8
YGL216W,27.87692
YGL217C,30.6
YGL218W,32.2
YGL219C,30.6
YGL220W,19.2
YGL221C,22
YGL222C,15.6
YGL223C,32.76
YGL224C,24.8
YGL226C-A,21.6
YGL226W,21.6
YGL227W,28.16471
YGL228W,25.4
YGL229C,30.09091
YGL230C,26.8
YGL231C,20.4
YGL232W,28.2
YGL234W,13.8
YGL235W,32.45
YGL236C,19.6
YGL237C,24.8
YGL240W,15.8
YGL241W,18.8
YGL242C,10
YGL243W,22.4
YGL244W,18.88
YGL246C,35.48
YGL248W,28.6
YGL249W,19.4
YGL250W,29.4
YGL251C,9.2
YGL252C,24.95817
YGL253W,33.06357
YGL254W,21.4
YGL255W,25.04
YGL256W,30.76923
YGL257C,24
YGL258W,23.6
YGL259W,22.8
YGL260W,21.6
YGL261C,19.4
YGL262W,18
YGL263W,27.76604
YGR001C,16
YGR003W,24
YGR004W,24.8
YGR006W,13.6
YGR007W,20.6
YGR008C,32.08
YGR010W,16
YGR011W,27.85
YGR012W,30.6
YGR014W,27.6
YGR015C,21.4
YGR016W,21.6
YGR017W,20.6
YGR018C,25.7
YGR019W,24.4
YGR020C,9
YGR021W,22.4
YGR022C,23.7
YGR023W,28.75
YGR025W,29
YGR026W,30.04615
YGR027C,25.86667
YGR028W,28
YGR031W,28.6
YGR032W,27.6
YGR033C,11
YGR034W,28.83077
YGR035C,26.2
YGR036C,12.2
YGR037C,27.68889
YGR038W,32.2
YGR039W,17.4
YGR040W,28.68
YGR041W,17.8
YGR042W,18.6
YGR043C,25.2
YGR044C,14.8
YGR045C,21.6
YGR049W,26.2
YGR050C,24.4
YGR051C,31.6
YGR052W,20.8
YGR053C,27.4
YGR054W,23.7
YGR055W,24.33333
YGR056W,27.96
YGR057C,18.4
YGR058W,19.8
YGR059W,28.84
YGR061C,26.2
YGR062C,13.2
YGR063C,33.82769
YGR064W,25.2
YGR066C,26
YGR067C,27.2
YGR068C,26.64
YGR069W,27.84
YGR070W,30.85714
YGR071C,13.8
YGR072W,24.46667
YGR076C,34
YGR077C,19.6
YGR078C,21.28571
YGR079W,22.6
YGR080W,17.4
YGR081C,22.2
YGR084C,24.6
YGR085C,27.64
YGR086C,26
YGR087C,25.93846
YGR088W,24.90698
YGR089W,27
YGR092W,9.78947
YGR093W,27.8
YGR096W,21.64
YGR097W,23.7
YGR100W,23.8
YGR101W,16.8
YGR102C,14.6
YGR104C,22.2
YGR105W,5.59341
YGR106C,31
YGR107W,29.76
YGR108W,23.96
YGR109C,22.88
YGR110W,27
YGR111W,22.2
YGR112W,28.67568
YGR117C,23
YGR118W,27.8
YGR121C,27.43333
YGR122C-A,24
YGR122W,23.9
YGR123C,30
YGR124W,29
YGR125W,21.2
YGR126W,21.2
YGR127W,21.2
YGR129W,21.2
YGR130C,25.53571
YGR131W,21.2
YGR132C,13.88344
YGR133W,21.2
YGR134W,26.96
YGR135W,22.82353
YGR136W,33.43333
YGR137W,21.2
YGR138C,21.2
YGR139W,21.2
YGR141W,21.2
YGR142W,24.8
YGR143W,21.2
YGR144W,21.2
YGR146C,21.2
YGR148C,23.52
YGR149W,21.2
YGR150C,25.6
YGR151C,21.2
YGR152C,21.2
YGR153W,21.2
YGR154C,21.2
YGR155W,14.4
YGR157W,21.2
YGR159C,17.76
YGR160W,21.2
YGR161C,21.2
YGR162W,28.92258
YGR163W,21.2
YGR164W,21.2
YGR165W,21.2
YGR166W,21.2
YGR167W,7
YGR168C,21.2
YGR169C,21.2
YGR170W,21.2
YGR171C,38.8
YGR173W,21.2
YGR174C,18.4
YGR176W,21.2
YGR177C,21.2
YGR178C,26.84
YGR180C,6.2
YGR181W,21.2
YGR182C,21.2
YGR183C,21.2
YGR184C,21.2
YGR187C,21.2
YGR188C,7.69565
YGR189C,21.2
YGR192C,31.20652
YGR193C,20.51852
YGR194C,21.2
YGR196C,21.2
YGR197C,21.2
YGR199W,28.24
YGR200C,25.76
YGR201C,38
YGR202C,21.2
YGR203W,21.2
YGR204W,25.4
YGR205W,21.2
YGR206W,21.2
YGR207C,21.2
YGR208W,21.2
YGR209C,29.53333
YGR210C,25
YGR212W,21.2
YGR213C,21.2
YGR214W,25.06667
YGR215W,29.4
YGR217W,21.2
YGR219W,19.8
YGR220C,25.2
YGR221C,21.6
YGR222W,17.4
YGR223C,21
YGR224W,18
YGR225W,30.06667
YGR226C,31.33333
YGR227W,20.8
YGR228W,30.6
YGR229C,22.8
YGR230W,22.8
YGR231C,14.42472
YGR232W,20.8
YGR233C,19.2
YGR234W,30.24444
YGR235C,22
YGR236C,25.6
YGR237C,20.8
YGR238C,26.4
YGR239C,28.6
YGR240C,25.47692
YGR241C,23
YGR242W,34.66667
YGR243W,31.31429
YGR244C,35.22222
YGR247W,21.8
YGR248W,28.48
YGR249W,17.4
YGR250C,25.4
YGR252W,26.9619
YGR254W,26.47692
YGR255C,26
YGR256W,27.2
YGR257C,31.09028
YGR258C,18
YGR259C,22.2
YGR260W,24.8
YGR261C,36
YGR262C,10.6
YGR263C,33.8
YGR266W,27.8
YGR268C,31.68
YGR269W,27.8
YGR270W,22.55
YGR271W,20
YGR272C-A,34.6
YGR273C,22
YGR275W,31.4
YGR276C,25
YGR279C,27.4
YGR281W,21.85
YGR282C,28.6
YGR283C,30
YGR284C,20.96
YGR285C,22
YGR286C,25.4
YGR287C,21.8
YGR288W,23.8
YGR289C,19.2
YGR290W,26.6
YGR291C,17
YGR292W,19.8
YGR295C,23.8
YHL002W,29.285
YHL003C,26.73333
YHL005C,25.4
YHL006C,31.4
YHL007C,18.57812
YHL008C,21.2
YHL009C,21.2
YHL010C,21.2
YHL011C,28.2
YHL012W,21.2
YHL013C,21.2
YHL014C,21.2
YHL016C,22.2
YHL017W,21.2
YHL019C,21.2
YHL020C,21.2
YHL021C,14.8
YHL022C,21.2
YHL023C,21.2
YHL024W,31.56
YHL025W,18
YHL026C,21.2
YHL027W,21.2
YHL028W,23.15
YHL029C,31.04
YHL030W,18.2
YHL031C,21.2
YHL032C,21.2
YHL033C,27
YHL034C,21.2
YHL035C,23.15
YHL036W,21.03077
YHL037C,21.2
YHL038C,29.4
YHL039W,26.6
YHL040C,21.2
YHL041W,26.2
YHL042W,17.6
YHL043W,21.2
YHL044W,21.2
YHL045W,21.2
YHL046C,21.2
YHL047C,21.2
YHR001W-A,25.36667
YHR003C,22.8
YHR004C,18.24706
YHR005C,21.33333
YHR006W,13.8
YHR008C,26.78598
YHR009C,36.25
YHR011W,30
YHR012W,21.2
YHR013C,21.2
YHR014W,27.9
YHR015W,20.8
YHR016C,28.675
YHR017W,26.8
YHR018C,22.49231
YHR021C,21.20896
YHR021W-A,24.6
YHR022C,21.8
YHR025W,5.52174
YHR026W,6.24675
YHR028C,22
YHR029C,21
YHR030C,24.16923
YHR031C,18.2
YHR032W,18.2
YHR033W,23.8
YHR035W,22
YHR037W,22
YHR038W,23.8
YHR039C-A,6.79545
YHR039C,18.6
YHR041C,16.66667
YHR043C,19.8
YHR044C,25.8
YHR045W,22.6
YHR046C,25.675
YHR047C,15.8
YHR048W,23.6
YHR049C-A,24.4
YHR049W,23.8
YHR050W,23.4381
YHR051W,15.08
YHR057C,26.6
YHR059W,24.2
YHR060W,12.6
YHR061C,24.4
YHR064C,19.52
YHR066W,40.8
YHR067W,14.6
YHR071W,22.15
YHR073W,26.15
YHR075C,25.73333
YHR076W,24
YHR077C,24
YHR078W,21
YHR079C-A,29.2
YHR079C,25.49697
YHR080C,23.8
YHR081W,24.4
YHR082C,29.4
YHR086W,24.88
YHR087W,23.65
YHR091C,35
YHR092C,21.4
YHR093W,30.55
YHR094C,17.4
YHR095W,16.8
YHR097C,26.8
YHR100C,15
YHR103W,24.4
YHR104W,18.6
YHR105W,32.03333
YHR106W,24.16
YHR108W,26.6
YHR109W,22
YHR110W,15.6
YHR111W,20
YHR112C,24.6
YHR113W,30.64
YHR114W,20.8
YHR115C,20.2
YHR116W,10
YHR117W,21.76923
YHR120W,27.6
YHR121W,24.4
YHR123W,26.5
YHR124W,33.16923
YHR125W,20.6
YHR126C,23
YHR127W,22.6
YHR129C,26.1
YHR130C,31.9
YHR131C,22.6
YHR132C,22.2
YHR132W-A,25.6
YHR133C,24.6
YHR134W,14.2
YHR135C,23.4
YHR136C,15.6
YHR137W,20
YHR138C,26.04
YHR139C-A,27.46667
YHR139C,30.15
YHR140W,18.2
YHR142W,18
YHR143W,15.4
YHR146W,21.64
YHR147C,31.76
YHR150W,28.4
YHR151C,26.76667
YHR152W,24.2
YHR153C,17
YHR154W,18.33333
YHR155W,19.4
YHR156C,34.53333
YHR157W,26.93333
YHR158C,27.7
YHR159W,22
YHR160C,22.6
YHR161C,24.3
YHR162W,34
YHR163W,32.53333
YHR167W,19
YHR168W,33.97647
YHR171W,32.6
YHR176W,22
YHR177W,27.4
YHR178W,20.2
YHR179W,18.2
YHR180W,30
YHR181W,21.4
YHR182W,17.2
YHR183W,24.2
YHR184W,24.6
YHR185C,42.8
YHR189W,22.2
YHR191C,8
YHR193C,20.2
YHR194W,14.09259
YHR195W,25.8
YHR198C,21.6
YHR199C,20.8
YHR200W,18.8
YHR202W,13
YHR203C,20.66667
YHR204W,29.42222
YHR205W,35.74409
YHR206W,24.832
YHR207C,21.12
YHR209W,22.6
YHR210C,29.6
YIL001W,32.48
YIL002C,30.88286
YIL005W,24.4
YIL006W,27.32
YIL007C,22
YIL008W,29
YIL009C-A,7.97059
YIL009W,27.6
YIL010W,32.875
YIL011W,33.6
YIL012W,27.8
YIL013C,28
YIL014C-A,29.2
YIL014W,27.6
YIL015W,20
YIL016W,20.2
YIL017C,19.2
YIL018W,32.944
YIL020C,25.6
YIL023C,26
YIL024C,31.73333
YIL025C,23.4
YIL027C,26.35
YIL028W,20
YIL029C,23.6
YIL030C,25.04
YIL032C,25.8
YIL034C,27
YIL035C,18
YIL036W,24.2
YIL037C,16.6
YIL038C,25.4
YIL039W,24.2
YIL040W,23.8
YIL041W,19.8
YIL042C,31
YIL043C,19.4
YIL044C,20
YIL045W,19.2
YIL047C,13.6
YIL049W,28.6
YIL050W,25
YIL052C,35.19685
YIL053W,24.65217
YIL054W,28.2
YIL055C,30.13333
YIL056W,21
YIL057C,21.8
YIL058W,29.6
YIL059C,32.4
YIL060W,26.2
YIL064W,20.2
YIL065C,25.4
YIL066C,36.86667
YIL067C,16.4
YIL069C,22.66667
YIL070C,16.2
YIL071C,27.2
YIL072W,25.82222
YIL073C,22.2
YIL074C,33.4
YIL076W,31.2
YIL077C,23.73333
YIL079C,27.26667
YIL084C,35.52
YIL085C,26.6
YIL086C,23.6
YIL087C,21.8
YIL088C,23.8
YIL089W,37
YIL090W,18.8
YIL092W,35.1
YIL093C,32.03529
YIL094C,25.49524
YIL095W,32.51667
YIL096C,16.2
YIL097W,23.6
YIL098C,23.4
YIL099W,24.6
YIL100W,17
YIL101C,28.4
YIL102C,26.48
YIL103W,31
YIL105C,23.8
YIL107C,27.8
YIL108W,33.8
YIL110W,32.4
YIL111W,27.8
YIL112W,30
YIL113W,30.75
YIL114C,35.6
YIL116W,19
YIL117C,29.8
YIL119C,25.6
YIL120W,18.4
YIL121W,34.8
YIL122W,21.06667
YIL123W,32
YIL124W,26.36
YIL125W,26.55385
YIL128W,30.6
YIL130W,29.4
YIL131C,29.85
YIL132C,18
YIL133C,24.36
YIL134W,25.96923
YIL135C,32.8
YIL136W,29.74286
YIL137C,23.2
YIL138C,25.4
YIL139C,22.8
YIL140W,27.4
YIL141W,28.6
YIL145C,22.6
YIL146C,21.544
YIL148W,33.54032
YIL149C,19.8
YIL152W,22
YIL153W,33.86667
YIL155C,23.76
YIL156W,29
YIL157C,21.79545
YIL158W,24
YIL159W,25
YIL160C,29.8
YIL161W,32
YIL162W,25.4
YIL163C,28.2
YIL164C,23.2
YIL165C,25.6
YIL166C,24.2
YIL167W,23.9
YIL170W,17.8
YIL173W,21.2
YIR001C,25.8
YIR002C,19.2
YIR003W,28.96
YIR004W,28.56
YIR005W,29.78947
YIR007W,30.3
YIR013C,29.3
YIR014W,31
YIR016W,30.31579
YIR017C,26.2
YIR018W,24.8
YIR019C,27
YIR020C,23
YIR020W-A,27.8
YIR021W,20.8
YIR023W,42
YIR024C,20.6
YIR025W,28.6
YIR026C,39.43333
YIR027C,18.4
YIR028W,20.4
YIR029W,26.6
YIR030C,32.4
YIR031C,23.86667
YIR032C,29
YIR033W,22.4
YIR034C,19.6
YIR035C,24.48
YIR036C,27.11111
YIR037W,22.44706
YIR038C,19.8
YIR039C,26
YIR042C,30.57736
YIR043C,35.2
YJL003W,17
YJL004C,23.8
YJL006C,38.44
YJL007C,27.4
YJL012C,25.44
YJL013C,35.44
YJL016W,26.2
YJL020C,29
YJL022W,40.12
YJL023C,34.16923
YJL024C,22.6
YJL027C,21.8
YJL028W,32
YJL029C,32.6
YJL030W,28.6
YJL036W,34
YJL037W,35.4
YJL038C,32.95
YJL042W,29.71765
YJL043W,23.6
YJL044C,29.95556
YJL045W,24.44
YJL046W,18.6
YJL047C,18.8
YJL048C,22.6
YJL049W,28
YJL051W,21.8
YJL052W,30.76
YJL053W,30.4
YJL055W,23.2
YJL056C,35
YJL057C,23.8
YJL058C,27.32
YJL059W,21
YJL060W,24
YJL062W,28.4
YJL063C,17.2
YJL064W,28.8
YJL065C,34.12941
YJL066C,23.6
YJL067W,16.8
YJL068C,25.6
YJL070C,35.8
YJL071W,27
YJL073W,28.2
YJL075C,25.8
YJL077C,29.2
YJL078C,24.2
YJL079C,23.2
YJL080C,25.816
YJL082W,17.6
YJL083W,24.6
YJL084C,24
YJL088W,24
YJL089W,17.4
YJL092W,15.87692
YJL093C,20.4
YJL094C,29.4
YJL095W,23.15385
YJL096W,37.12
YJL098W,31.45161
YJL099W,18.4
YJL100W,23.2
YJL101C,41.6
YJL102W,33.95556
YJL103C,27.8
YJL105W,27.44
YJL106W,21
YJL107C,34.6
YJL108C,24.2
YJL110C,27.51111
YJL112W,25.8
YJL115W,9.04167
YJL116C,13.8
YJL117W,21.4
YJL118W,24
YJL119C,22
YJL120W,23.2
YJL121C,30.48
YJL122W,32.96
YJL123C,20.2
YJL124C,23.8
YJL126W,15.4
YJL127C,19.2
YJL128C,17.8
YJL129C,29.15
YJL130C,24
YJL131C,21
YJL132W,30.5
YJL133W,22.75
YJL134W,22.2
YJL135W,28.6
YJL136C,20.70909
YJL137C,19.2
YJL138C,32.44091
YJL139C,33.08
YJL140W,28.8
YJL141C,25.2
YJL142C,23
YJL144W,18.4
YJL145W,19
YJL146W,24
YJL147C,18.8
YJL148W,29.2
YJL149W,22.4
YJL150W,17.8
YJL151C,27.4
YJL152W,25.4
YJL153C,28
YJL154C,22
YJL155C,22.8
YJL157C,22
YJL158C,24.2
YJL159W,20.6
YJL160C,24.5
YJL161W,11.8
YJL162C,19.2
YJL163C,23.4
YJL164C,21.52
YJL165C,38.2
YJL166W,27.8
YJL168C,24.27059
YJL169W,28
YJL170C,21.4
YJL171C,19.8
YJL172W,32.2
YJL175W,27.8
YJL176C,17.2
YJL177W,19.28
YJL178C,24.6
YJL179W,28
YJL180C,12.5
YJL181W,23
YJL182C,24.2
YJL183W,26.72941
YJL184W,18.1
YJL185C,18.6
YJL186W,20.6
YJL187C,15.4
YJL188C,25.4
YJL189W,19.86667
YJL190C,24.28
YJL191W,25.66667
YJL192C,18.6
YJL193W,19.4
YJL196C,19.6
YJL197W,22.8
YJL198W,21.8
YJL199C,23.8
YJL200C,30.01538
YJL201W,27.4
YJL204C,20.28
YJL205C,24
YJL206C,20.8
YJL207C,18.2
YJL208C,22.6
YJL209W,10
YJL210W,16.2
YJL211C,20.2
YJL212C,18.6
YJL213W,21.2
YJL214W,18.2
YJL215C,18.6
YJL216C,26.2
YJL217W,26.4
YJL218W,16.4
YJR001W,21.2
YJR003C,20
YJR004C,24
YJR005W,25.6
YJR008W,30.92
YJR009C,27.78462
YJR010C-A,27.84
YJR010W,30.86154
YJR011C,30.4
YJR014W,31.2
YJR015W,36
YJR018W,32.2
YJR019C,30.8
YJR020W,20.2
YJR021C,32.2
YJR024C,23.8
YJR025C,33
YJR026W,32
YJR030C,33.8
YJR031C,31.8
YJR032W,24.29091
YJR033C,35.2
YJR034W,23
YJR035W,22
YJR036C,28.2
YJR037W,25.2
YJR038C,27.2
YJR039W,25
YJR040W,26.24
YJR043C,12.4
YJR044C,26.75
YJR047C,23.66667
YJR048W,29.28235
YJR049C,22.6
YJR050W,25.8
YJR051W,28.8
YJR052W,21.4
YJR053W,28
YJR054W,22.2
YJR055W,36.4
YJR056C,23.2
YJR058C,31.6
YJR059W,42
YJR060W,21.8
YJR061W,28.4
YJR062C,27.4
YJR063W,16
YJR066W,32.12256
YJR069C,31
YJR070C,24.6
YJR073C,34.6
YJR074W,19.6
YJR075W,19.2
YJR077C,32.06667
YJR078W,34
YJR079W,18.6
YJR080C,22.4
YJR082C,22.8
YJR083C,26.2
YJR084W,29
YJR087W,24.8
YJR088C,30.8
YJR090C,16.8
YJR091C,22.4
YJR092W,28.4
YJR094C,27
YJR094W-A,34.36923
YJR095W,28.95
YJR096W,19.4
YJR097W,24
YJR098C,17.8
YJR099W,28.68
YJR100C,27.52
YJR102C,26
YJR103W,33.6
YJR104C,3.26667
YJR105W,18.6
YJR106W,20.4
YJR107W,20.2
YJR108W,17.8
YJR109C,30.46154
YJR110W,22
YJR111C,29.6
YJR113C,34.22353
YJR115W,35.8
YJR116W,26.8
YJR117W,34.6
YJR118C,15.6
YJR119C,29.12
YJR120W,19.2
YJR121W,12.75676
YJR122W,29.4
YJR124C,19.8
YJR125C,22.2
YJR126C,27.2
YJR127C,15.6
YJR128W,27
YJR129C,22.8
YJR130C,21.4
YJR131W,27.6
YJR133W,36
YJR134C,24.2
YJR135C,28
YJR137C,11.4
YJR139C,17.4
YJR140C,31.92
YJR142W,18.8
YJR144W,22
YJR145C,27.45455
YJR146W,25.4
YJR147W,28
YJR148W,25
YJR149W,37.6
YJR150C,26
YJR152W,29.4
YJR153W,27.4
YJR154W,28.8
YKL001C,19
YKL002W,26.8
YKL003C,25.8
YKL005C,23.92
YKL006W,25.16842
YKL007W,27.4
YKL008C,24.8
YKL009W,37.08
YKL010C,32
YKL011C,24.8
YKL015W,25.76471
YKL016C,35.8
YKL017C,25.92
YKL020C,26.6
YKL023W,24.8
YKL025C,21.4
YKL026C,20.12
YKL027W,22.6
YKL029C,16
YKL030W,19.2
YKL031W,25.6
YKL032C,31.6
YKL033W-A,21.2
YKL034W,22.2
YKL035W,28.025
YKL037W,22.2
YKL038W,23.6
YKL039W,25.8
YKL040C,21
YKL041W,30
YKL043W,28.96
YKL044W,22.2
YKL046C,29
YKL047W,24.4
YKL048C,25.2
YKL050C,26
YKL051W,24.6
YKL053C-A,16.8
YKL053W,13.4
YKL054C,25.6
YKL055C,29.6
YKL056C,33.37778
YKL057C,12.4
YKL061W,26.4
YKL062W,27.2
YKL063C,23.4
YKL064W,24.8
YKL065C,20.2
YKL066W,28.6
YKL067W,23
YKL068W,24.4
YKL069W,20.6
YKL070W,18.6
YKL071W,26.4
YKL072W,30
YKL073W,32.6
YKL074C,29.8
YKL075C,25
YKL076C,29.2
YKL077W,23.44
YKL079W,22.52
YKL080W,4.5
YKL081W,20
YKL084W,23.8
YKL085W,20.04
YKL086W,20
YKL087C,17.8913
YKL090W,18.6
YKL091C,23.2
YKL092C,23
YKL093W,22.2
YKL094W,23.8
YKL096W-A,28.6
YKL096W,24
YKL097C,22.8
YKL098W,35.2
YKL100C,20.2
YKL101W,15.4
YKL102C,27
YKL105C,32.55
YKL106W,26.20833
YKL107W,18.8
YKL109W,24.46521
YKL110C,27.8
YKL113C,16.6
YKL114C,9.6
YKL115C,25.2
YKL116C,28.32
YKL117W,24.6
YKL118W,25.2
YKL119C,11.6
YKL120W,23.8
YKL121W,21.6
YKL123W,26
YKL124W,22
YKL126W,21.71111
YKL127W,23
YKL128C,21
YKL129C,23.2
YKL130C,24.4
YKL131W,24.4
YKL132C,20.6
YKL133C,26.4
YKL135C,18.8
YKL136W,17.4
YKL137W,22.8
YKL138C,30.88
YKL139W,6.57895
YKL140W,26.2
YKL142W,24.4
YKL143W,33.32
YKL146W,20
YKL148C,33.48889
YKL149C,17.87805
YKL150W,25.4
YKL151C,18.8
YKL155C,26
YKL156W,21.13333
YKL157W,22.3
YKL159C,28.6
YKL160W,33.8
YKL161C,19.2
YKL162C-A,33.2
YKL162C,17.6
YKL163W,25.6
YKL164C,26.4
YKL166C,22.2
YKL167C,16.4
YKL168C,20.4
YKL169C,34.6
YKL170W,29.35
YKL171W,22.4
YKL174C,28.4
YKL175W,22.8
YKL176C,24.8
YKL177W,27
YKL178C,27.6
YKL179C,28.65
YKL183W,24.2
YKL184W,14.8
YKL185W,17.8
YKL187C,22
YKL188C,23.2
YKL190W,22.8
YKL191W,17
YKL194C,30.8
YKL197C,26.2
YKL198C,25.7
YKL201C,21.96667
YKL202W,21.8
YKL204W,16.56863
YKL205W,31.91615
YKL206C,23.8
YKL207W,26.8
YKL208W,23.2
YKL211C,38.2
YKL212W,15.89474
YKL213C,25.4
YKL214C,26.4
YKL215C,26.2
YKL216W,18.8
YKL217W,26
YKL218C,27.77273
YKL220C,22.8
YKL221W,20
YKL222C,17.8
YKR001C,33.6
YKR003W,27.8
YKR005C,21
YKR006C,17.6
YKR007W,26.2
YKR009C,20.16
YKR010C,21.86667
YKR011C,27.2
YKR012C,24
YKR013W,24.35
YKR014C,28.8
YKR015C,22.8
YKR016W,18.73333
YKR017C,25.6
YKR018C,26.4
YKR019C,26.4
YKR020W,32.03704
YKR021W,15.4
YKR023W,25.2
YKR024C,18.84
YKR026C,25.03333
YKR027W,34.6
YKR028W,28.69091
YKR029C,22.75556
YKR030W,27.6
YKR031C,15.2
YKR032W,19.4
YKR033C,20.4
YKR034W,28.22759
YKR035C,25.4
YKR035W-A,33.90769
YKR036C,27.4
YKR039W,21.48
YKR040C,30.6
YKR041W,5.4
YKR042W,24.66957
YKR043C,21.8
YKR044W,18
YKR045C,29.06667
YKR046C,30.32
YKR047W,23.2
YKR048C,25.13333
YKR049C,26.2
YKR050W,16.6
YKR051W,25.4
YKR052C,19.1
YKR053C,27.6
YKR054C,20.06667
YKR055W,27.4
YKR056W,22.8
YKR057W,28.97778
YKR058W,25.8
YKR059W,28.66383
YKR060W,20.6
YKR061W,15.4
YKR064W,26
YKR065C,18.8
YKR066C,24.68
YKR067W,28
YKR069W,31.8
YKR070W,24.8
YKR072C,36.22
YKR073C,39.16
YKR074W,27.92
YKR075C,31.17778
YKR076W,25.8
YKR077W,28.2
YKR078W,24.6
YKR080W,20.2
YKR082W,14.4
YKR084C,35.82222
YKR085C,34.16
YKR087C,9.2
YKR088C,24.4
YKR089C,25.73333
YKR090W,23.2
YKR091W,18.4
YKR092C,22.56
YKR093W,28.67857
YKR094C,22.96
YKR095W,34
YKR096W,26.4
YKR097W,20.2
YKR098C,21.6
YKR099W,32.26667
YKR100C,20.8
YKR101W,19.4
YKR102W,30.84
YKR103W,26.1
YKR104W,22.4
YKR105C,29.25
YKR106W,32.4
YLL001W,24.76
YLL002W,10.38462
YLL005C,24.8
YLL006W,19.2
YLL007C,18.8
YLL009C,14.2
YLL010C,21.6
YLL012W,29.92
YLL013C,29.6
YLL014W,21
YLL015W,27.89412
YLL016W,27
YLL017W,28
YLL018C-A,17.4
YLL019C,18
YLL020C,27
YLL021W,31.4
YLL023C,33.2
YLL024C,25.2
YLL025W,33.8
YLL026W,29.46667
YLL027W,28.4
YLL028W,32.24615
YLL029W,34.2
YLL030C,27.2
YLL032C,17.2
YLL033W,30
YLL038C,26.6
YLL039C,21.2
YLL040C,23.8
YLL041C,33.86667
YLL042C,28.8
YLL043W,25
YLL044W,26.4
YLL045C,29.36
YLL046C,25.6
YLL047W,37.2
YLL048C,29.025
YLL049W,11.6
YLL051C,32.4
YLL052C,34.4
YLL053C,30.4
