systematic,gene,sgd
YOR183W,FYV12,S000005709
YOR184W,SER1,S000005710
YOR185C,GSP2,S000005711
YOR186C-A,YOR186C-A,S000028715
YOR186W,YOR186W,S000005712
YOR187W,TUF1,S000005713
YOR188W,MSB1,S000005714
YOR189W,IES4,S000005715
YOR190W,SPR1,S000005716
YOR191W,ULS1,S000005717
YOR192C,THI72,S000005718
YOR192C-A,YOR192C-A,S000007353
YOR192C-B,YOR192C-B,S000007354
YOR192C-C,YOR192C-C,S000028857
YOR193W,PEX27,S000005719
YOR194C,TOA1,S000005720
YOR195W,SLK19,S000005721
YOR196C,LIP5,S000005722
YOR197W,MCA1,S000005723
YOR198C,BFR1,S000005724
YOR199W,YOR199W,S000005725
YOR200W,YOR200W,S000005726
YOR201C,MRM1,S000005727
YOR202W,HIS3,S000005728
YOR203W,YOR203W,S000005729
YOR204W,DED1,S000005730
YOR205C,GEP3,S000005731
YOR206W,NOC2,S000005732
YOR207C,RET1,S000005733
YOR208W,PTP2,S000005734
YOR209C,NPT1,S000005735
YOR210W,RPB10,S000005736
YOR211C,MGM1,S000005737
YOR212W,STE4,S000005738
YOR213C,SAS5,S000005739
YOR214C,SPR2,S000005740
YOR215C,AIM41,S000005741
YOR216C,RUD3,S000005742
YOR217W,RFC1,S000005743
YOR218C,YOR218C,S000005744
YOR219C,STE13,S000005745
YOR220W,RCN2,S000005746
YOR221C,MCT1,S000005747
YOR222W,ODC2,S000005748
YOR223W,DSC3,S000005749
YOR224C,RPB8,S000005750
YOR225W,YOR225W,S000005751
YOR226C,ISU2,S000005752
YOR227W,HER1,S000005753
YOR228C,MCP1,S000005754
YOR229W,WTM2,S000005755
YOR230W,WTM1,S000005756
YOR231C-A,YOR231C-A,S000028716
YOR231W,MKK1,S000005757
YOR232W,MGE1,S000005758
YOR233W,KIN4,S000005759
YOR234C,RPL33B,S000005760
YOR235W,IRC13,S000005761
YOR236W,DFR1,S000005762
YOR237W,HES1,S000005763
YOR238W,YOR238W,S000005764
YOR239W,ABP140,S000005765
YOR241W,MET7,S000005767
YOR242C,SSP2,S000005768
YOR243C,PUS7,S000005769
YOR244W,ESA1,S000005770
YOR245C,DGA1,S000005771
YOR246C,ENV9,S000005772
YOR247W,SRL1,S000005773
YOR248W,YOR248W,S000005774
YOR249C,APC5,S000005775
YOR250C,CLP1,S000005776
YOR251C,TUM1,S000005777
YOR252W,TMA16,S000005778
YOR253W,NAT5,S000005779
YOR254C,SEC63,S000005780
YOR255W,OSW1,S000005781
YOR256C,TRE2,S000005782
YOR257W,CDC31,S000005783
YOR258W,HNT3,S000005784
YOR259C,RPT4,S000005785
YOR260W,GCD1,S000005786
YOR261C,RPN8,S000005787
YOR262W,GPN2,S000005788
YOR263C,YOR263C,S000005789
YOR264W,DSE3,S000005790
YOR265W,RBL2,S000005791
YOR266W,PNT1,S000005792
YOR267C,HRK1,S000005793
YOR268C,YOR268C,S000005794
YOR269W,PAC1,S000005795
YOR270C,VPH1,S000005796
YOR271C,FSF1,S000005797
YOR272W,YTM1,S000005798
YOR273C,TPO4,S000005799
YOR274W,MOD5,S000005800
YOR275C,RIM20,S000005801
YOR276W,CAF20,S000005802
YOR277C,YOR277C,S000005803
YOR278W,HEM4,S000005804
YOR279C,RFM1,S000005805
YOR280C,FSH3,S000005806
YOR281C,PLP2,S000005807
YOR282W,YOR282W,S000005808
YOR283W,YOR283W,S000005809
YOR284W,HUA2,S000005810
YOR285W,RDL1,S000005811
YOR286W,RDL2,S000005812
YOR287C,RRP36,S000005813
YOR288C,MPD1,S000005814
YOR289W,YOR289W,S000005815
YOR290C,SNF2,S000005816
YOR291W,YPK9,S000005817
YOR292C,YOR292C,S000005818
YOR293C-A,YOR293C-A,S000028858
YOR293W,RPS10A,S000005819
YOR294W,RRS1,S000005820
YOR295W,UAF30,S000005821
YOR296W,YOR296W,S000005822
YOR297C,TIM18,S000005823
YOR298C-A,MBF1,S000007253
YOR298W,MUM3,S000005824
YOR299W,BUD7,S000005825
YOR300W,YOR300W,S000005826
YOR301W,RAX1,S000005827
YOR302W,YOR302W,S000005828
YOR303W,CPA1,S000005829
YOR304C-A,BIL1,S000005830
YOR304W,ISW2,S000005831
YOR305W,RRG7,S000005832
YOR306C,MCH5,S000005833
YOR307C,SLY41,S000005834
YOR308C,SNU66,S000005835
YOR309C,YOR309C,S000005836
YOR310C,NOP58,S000005837
YOR311C,DGK1,S000005838
YOR312C,RPL20B,S000005839
YOR313C,SPS4,S000005840
YOR314W,YOR314W,S000005841
YOR314W-A,YOR314W-A,S000007629
YOR315W,SFG1,S000005842
YOR316C,COT1,S000005843
YOR316C-A,YOR316C-A,S000028584
YOR317W,FAA1,S000005844
YOR318C,YOR318C,S000005845
YOR319W,HSH49,S000005846
YOR320C,GNT1,S000005847
YOR321W,PMT3,S000005848
YOR322C,LDB19,S000005849
YOR323C,PRO2,S000005850
YOR324C,FRT1,S000005851
YOR325W,YOR325W,S000005852
YOR326W,MYO2,S000005853
YOR327C,SNC2,S000005854
YOR328W,PDR10,S000005855
YOR329C,SCD5,S000005856
YOR329W-A,YOR329W-A,S000028585
YOR330C,MIP1,S000005857
YOR331C,YOR331C,S000005858
YOR332W,VMA4,S000005859
YOR333C,YOR333C,S000005860
YOR334W,MRS2,S000005861
YOR335C,ALA1,S000005862
YOR335W-A,YOR335W-A,S000028717
YOR336W,KRE5,S000005863
YOR337W,TEA1,S000005864
YOR338W,YOR338W,S000005865
YOR339C,UBC11,S000005866
YOR340C,RPA43,S000005867
YOR341W,RPA190,S000005868
YOR342C,YOR342C,S000005869
YOR343C,YOR343C,S000005870
YOR343W-A,YOR343W-A,S000007355
YOR343W-B,YOR343W-B,S000007356
YOR344C,TYE7,S000005871
YOR345C,YOR345C,S000005872
YOR346W,REV1,S000005873
YOR347C,PYK2,S000005874
YOR348C,PUT4,S000005875
YOR349W,CIN1,S000005876
YOR350C,MNE1,S000005877
YOR351C,MEK1,S000005878
YOR352W,TFB6,S000005879
YOR353C,SOG2,S000005880
YOR354C,MSC6,S000005881
YOR355W,GDS1,S000005882
YOR356W,CIR2,S000005883
YOR357C,SNX3,S000005884
YOR358W,HAP5,S000005885
YOR359W,VTS1,S000005886
YOR360C,PDE2,S000005887
YOR361C,PRT1,S000005888
YOR362C,PRE10,S000005889
YOR363C,PIP2,S000005890
YOR364W,YOR364W,S000005891
YOR365C,YOR365C,S000005892
YOR366W,YOR366W,S000005893
YOR367W,SCP1,S000005894
YOR368W,RAD17,S000005895
YOR369C,RPS12,S000005896
YOR370C,MRS6,S000005897
YOR371C,GPB1,S000005898
YOR372C,NDD1,S000005899
YOR373W,NUD1,S000005900
YOR374W,ALD4,S000005901
YOR375C,GDH1,S000005902
YOR376W,YOR376W,S000005903
YOR376W-A,YOR376W-A,S000028586
YOR377W,ATF1,S000005904
YOR378W,AMF1,S000005905
YOR379C,YOR379C,S000005906
YOR380W,RDR1,S000005907
YOR381W,FRE3,S000005908
YOR381W-A,YOR381W-A,S000028587
YOR382W,FIT2,S000005909
YOR383C,FIT3,S000005910
YOR384W,FRE5,S000005911
YOR385W,YOR385W,S000005912
YOR386W,PHR1,S000005913
YOR387C,YOR387C,S000005914
YOR388C,FDH1,S000005915
YOR389W,YOR389W,S000005916
YOR390W,FEX1,S000005917
YOR391C,HSP33,S000005918
YOR392W,YOR392W,S000005919
YOR393W,ERR1,S000005920
YOR394C-A,YOR394C-A,S000028718
YOR394W,PAU21,S000005921
YOR396C-A,YOR396C-A,S000028719
YOR396W,YRF1-8,S000007526
YPL001W,HAT1,S000005922
YPL002C,SNF8,S000005923
YPL003W,ULA1,S000005924
YPL004C,LSP1,S000005925
YPL005W,AEP3,S000005926
YPL006W,NCR1,S000005927
YPL007C,TFC8,S000005928
YPL008W,CHL1,S000005929
YPL009C,RQC2,S000005930
YPL010W,RET3,S000005931
YPL011C,TAF3,S000005932
YPL012W,RRP12,S000005933
YPL013C,MRPS16,S000005934
YPL014W,YPL014W,S000005935
YPL015C,HST2,S000005936
YPL016W,SWI1,S000005937
YPL017C,IRC15,S000005938
YPL018W,CTF19,S000005939
YPL019C,VTC3,S000005940
YPL020C,ULP1,S000005941
YPL021W,ECM23,S000005942
YPL022W,RAD1,S000005943
YPL023C,MET12,S000005944
YPL024W,RMI1,S000005945
YPL025C,YPL025C,S000005946
YPL026C,SKS1,S000005947
YPL027W,SMA1,S000005948
YPL028W,ERG10,S000005949
YPL029W,SUV3,S000005950
YPL030W,TRM44,S000005951
YPL031C,PHO85,S000005952
YPL032C,SVL3,S000005953
YPL033C,SRL4,S000005954
YPL034W,YPL034W,S000005955
YPL035C,YPL035C,S000005956
YPL036W,PMA2,S000005957
YPL037C,EGD1,S000005958
YPL038W,MET31,S000005959
YPL038W-A,YPL038W-A,S000028588
YPL039W,YPL039W,S000005960
YPL040C,ISM1,S000005961
YPL041C,YPL041C,S000005962
YPL042C,SSN3,S000005963
YPL043W,NOP4,S000005964
YPL044C,YPL044C,S000005965
YPL045W,VPS16,S000005966
YPL046C,ELC1,S000005967
YPL047W,SGF11,S000005968
YPL048W,CAM1,S000005969
YPL049C,DIG1,S000005970
YPL050C,MNN9,S000005971
YPL051W,ARL3,S000005972
YPL052W,OAZ1,S000005973
YPL053C,KTR6,S000005974
YPL054W,LEE1,S000005975
YPL055C,LGE1,S000005976
YPL056C,LCL1,S000005977
YPL057C,SUR1,S000005978
YPL058C,PDR12,S000005979
YPL059W,GRX5,S000005980
YPL060C-A,YPL060C-A,S000007388
YPL060W,MFM1,S000005981
YPL061W,ALD6,S000005982
YPL062W,YPL062W,S000005983
YPL063W,TIM50,S000005984
YPL064C,CWC27,S000005985
YPL065W,VPS28,S000005986
YPL066W,RGL1,S000005987
YPL067C,YPL067C,S000005988
YPL068C,YPL068C,S000005989
YPL069C,BTS1,S000005990
YPL070W,MUK1,S000005991
YPL071C,YPL071C,S000005992
YPL072W,UBP16,S000005993
YPL073C,YPL073C,S000005994
YPL074W,YTA6,S000005995
YPL075W,GCR1,S000005996
YPL076W,GPI2,S000005997
YPL077C,YPL077C,S000005998
YPL078C,ATP4,S000005999
YPL079W,RPL21B,S000006000
YPL080C,YPL080C,S000006001
YPL081W,RPS9A,S000006002
YPL082C,MOT1,S000006003
YPL083C,SEN54,S000006004
YPL084W,BRO1,S000006005
YPL085W,SEC16,S000006006
YPL086C,ELP3,S000006007
YPL087W,YDC1,S000006008
YPL088W,YPL088W,S000006009
YPL089C,RLM1,S000006010
YPL090C,RPS6A,S000006011
YPL091W,GLR1,S000006012
YPL092W,SSU1,S000006013
YPL093W,NOG1,S000006014
YPL094C,SEC62,S000006015
YPL095C,EEB1,S000006016
YPL096C-A,ERI1,S000028423
YPL096W,PNG1,S000006017
YPL097W,MSY1,S000006018
YPL098C,MGR2,S000006019
YPL099C,INA17,S000006020
YPL100W,ATG21,S000006021
YPL101W,ELP4,S000006022
YPL102C,YPL102C,S000006023
YPL103C,FMP30,S000006024
YPL104W,MSD1,S000006025
YPL105C,SYH1,S000006026
YPL106C,SSE1,S000006027
YPL107W,YPL107W,S000006028
YPL108W,YPL108W,S000006029
YPL109C,YPL109C,S000006030
YPL110C,GDE1,S000006031
YPL111W,CAR1,S000006032
YPL112C,PEX25,S000006033
YPL113C,YPL113C,S000006034
YPL114W,YPL114W,S000006035
YPL115C,BEM3,S000006036
YPL116W,HOS3,S000006037
YPL117C,IDI1,S000006038
YPL118W,MRP51,S000006039
YPL119C,DBP1,S000006040
YPL119C-A,YPL119C-A,S000028859
YPL120W,VPS30,S000006041
YPL121C,MEI5,S000006042
YPL122C,TFB2,S000006043
YPL123C,RNY1,S000006044
YPL124W,SPC29,S000006045
YPL125W,KAP120,S000006046
YPL126W,NAN1,S000006047
YPL127C,HHO1,S000006048
YPL128C,TBF1,S000006049
YPL129W,TAF14,S000006050
YPL130W,SPO19,S000006051
YPL131W,RPL5,S000006052
YPL132W,COX11,S000006053
YPL133C,RDS2,S000006054
YPL134C,ODC1,S000006055
YPL135C-A,YPL135C-A,S000028720
YPL135W,ISU1,S000006056
YPL136W,YPL136W,S000006057
YPL137C,GIP3,S000006058
YPL138C,SPP1,S000006059
YPL139C,UME1,S000006060
YPL140C,MKK2,S000006061
YPL141C,FRK1,S000006062
YPL142C,YPL142C,S000006063
YPL143W,RPL33A,S000006064
YPL144W,POC4,S000006065
YPL145C,KES1,S000006066
YPL146C,NOP53,S000006067
YPL147W,PXA1,S000006068
YPL148C,PPT2,S000006069
YPL149W,ATG5,S000006070
YPL150W,YPL150W,S000006071
YPL151C,PRP46,S000006072
YPL152W,RRD2,S000006073
YPL152W-A,YPL152W-A,S000028721
YPL153C,RAD53,S000006074
YPL154C,PEP4,S000006075
YPL155C,KIP2,S000006076
YPL156C,PRM4,S000006077
YPL157W,TGS1,S000006078
YPL158C,AIM44,S000006079
YPL159C,PET20,S000006080
YPL160W,CDC60,S000006081
YPL161C,BEM4,S000006082
YPL162C,YPL162C,S000006083
YPL163C,SVS1,S000006084
YPL164C,MLH3,S000006085
YPL165C,SET6,S000006086
YPL166W,ATG29,S000006087
YPL167C,REV3,S000006088
YPL168W,YPL168W,S000006089
YPL169C,MEX67,S000006090
YPL170W,DAP1,S000006091
YPL171C,OYE3,S000006092
YPL172C,COX10,S000006093
YPL173W,MRPL40,S000006094
YPL174C,NIP100,S000006095
YPL175W,SPT14,S000006096
YPL176C,TRE1,S000006097
YPL177C,CUP9,S000006098
YPL178W,CBC2,S000006099
YPL179W,PPQ1,S000006100
YPL180W,TCO89,S000006101
YPL181W,CTI6,S000006102
YPL182C,YPL182C,S000006103
YPL183C,RTT10,S000006104
YPL183W-A,RTC6,S000007224
YPL184C,MRN1,S000006105
YPL185W,YPL185W,S000006106
YPL186C,UIP4,S000006107
YPL187W,MF(ALPHA)1,S000006108
YPL188W,POS5,S000006109
YPL189C-A,COA2,S000028527
YPL189W,GUP2,S000006110
YPL190C,NAB3,S000006111
YPL191C,YPL191C,S000006112
YPL192C,PRM3,S000006113
YPL193W,RSA1,S000006114
YPL194W,DDC1,S000006115
YPL195W,APL5,S000006116
YPL196W,OXR1,S000006117
YPL197C,YPL197C,S000006118
YPL198W,RPL7B,S000006119
YPL199C,YPL199C,S000006120
YPL200W,CSM4,S000006121
YPL201C,YIG1,S000006122
YPL202C,AFT2,S000006123
YPL203W,TPK2,S000006124
YPL204W,HRR25,S000006125
YPL205C,YPL205C,S000006126
YPL206C,PGC1,S000006127
YPL207W,TYW1,S000006128
YPL208W,RKM1,S000006129
YPL209C,IPL1,S000006130
YPL210C,SRP72,S000006131
YPL211W,NIP7,S000006132
YPL212C,PUS1,S000006133
YPL213W,LEA1,S000006134
YPL214C,THI6,S000006135
YPL215W,CBP3,S000006136
YPL216W,YPL216W,S000006137
YPL217C,BMS1,S000006138
YPL218W,SAR1,S000006139
YPL219W,PCL8,S000006140
YPL220W,RPL1A,S000006141
YPL221W,FLC1,S000006142
YPL222C-A,YPL222C-A,S000028722
YPL222W,FMP40,S000006143
YPL223C,GRE1,S000006144
YPL224C,MMT2,S000006145
YPL225W,YPL225W,S000006146
YPL226W,NEW1,S000006147
YPL227C,ALG5,S000006148
YPL228W,CET1,S000006149
YPL229W,YPL229W,S000006150
YPL230W,USV1,S000006151
YPL231W,FAS2,S000006152
YPL232W,SSO1,S000006153
YPL233W,NSL1,S000006154
YPL234C,VMA11,S000006155
YPL235W,RVB2,S000006156
YPL236C,ENV7,S000006157
YPL237W,SUI3,S000006158
YPL238C,YPL238C,S000006159
YPL239W,YAR1,S000006160
YPL240C,HSP82,S000006161
YPL241C,CIN2,S000006162
YPL242C,IQG1,S000006163
YPL243W,SRP68,S000006164
YPL244C,HUT1,S000006165
YPL245W,YPL245W,S000006166
YPL246C,RBD2,S000006167
YPL247C,YPL247C,S000006168
YPL248C,GAL4,S000006169
YPL249C,GYP5,S000006170
YPL249C-A,RPL36B,S000006438
YPL250C,ICY2,S000006171
YPL250W-A,YPL250W-A,S000028589
YPL251W,YPL251W,S000006172
YPL252C,YAH1,S000006173
YPL253C,VIK1,S000006174
YPL254W,HFI1,S000006175
YPL255W,BBP1,S000006176
YPL256C,CLN2,S000006177
YPL257W,YPL257W,S000006178
YPL257W-A,YPL257W-A,S000007357
YPL257W-B,YPL257W-B,S000007358
YPL258C,THI21,S000006179
YPL259C,APM1,S000006180
YPL260W,YPL260W,S000006181
YPL261C,YPL261C,S000006182
YPL262W,FUM1,S000006183
YPL263C,KEL3,S000006184
YPL264C,YPL264C,S000006185
YPL265W,DIP5,S000006186
YPL266W,DIM1,S000006187
YPL267W,ACM1,S000006188
YPL268W,PLC1,S000006189
YPL269W,KAR9,S000006190
YPL270W,MDL2,S000006191
YPL271W,ATP15,S000006192
YPL272C,PBI1,S000006193
YPL273W,SAM4,S000006194
YPL274W,SAM3,S000006195
YPL275W,FDH2,S000006196
YPL276W,YPL276W,S000006197
YPL277C,YPL277C,S000006198
YPL278C,YPL278C,S000006199
YPL279C,FEX2,S000006200
YPL280W,HSP32,S000006201
YPL281C,ERR2,S000006202
YPL282C,PAU22,S000006203
YPL283C,YRF1-7,S000006204
YPL283W-A,YPL283W-A,S000028723
YPL283W-B,YPL283W-B,S000028724
YPR001W,CIT3,S000006205
YPR002C-A,YPR002C-A,S000007254
YPR002W,PDH1,S000006206
YPR003C,YPR003C,S000006207
YPR004C,AIM45,S000006208
YPR005C,HAL1,S000006209
YPR006C,ICL2,S000006210
YPR007C,REC8,S000006211
YPR008W,HAA1,S000006212
YPR009W,SUT2,S000006213
YPR010C,RPA135,S000006214
YPR010C-A,YPR010C-A,S000122558
YPR011C,YPR011C,S000006215
YPR012W,YPR012W,S000006216
YPR013C,CMR3,S000006217
YPR014C,YPR014C,S000006218
YPR015C,YPR015C,S000006219
YPR016C,TIF6,S000006220
YPR016W-A,YPR016W-A,S000007630
YPR017C,DSS4,S000006221
YPR018W,RLF2,S000006222
YPR019W,MCM4,S000006223
YPR020W,ATP20,S000006224
YPR021C,AGC1,S000006225
YPR022C,YPR022C,S000006226
YPR023C,EAF3,S000006227
YPR024W,YME1,S000006228
YPR025C,CCL1,S000006229
YPR026W,ATH1,S000006230
YPR027C,YPR027C,S000006231
YPR028W,YOP1,S000006232
YPR029C,APL4,S000006233
YPR030W,CSR2,S000006234
YPR031W,NTO1,S000006235
YPR032W,SRO7,S000006236
YPR033C,HTS1,S000006237
YPR034W,ARP7,S000006238
YPR035W,GLN1,S000006239
YPR036W,VMA13,S000006240
YPR036W-A,SPO24,S000028425
YPR037C,ERV2,S000006241
YPR038W,IRC16,S000006242
YPR039W,YPR039W,S000006243
YPR040W,TIP41,S000006244
YPR041W,TIF5,S000006245
YPR042C,PUF2,S000006246
YPR043W,RPL43A,S000006247
YPR044C,OPI11,S000006248
YPR045C,THP3,S000006249
YPR046W,MCM16,S000006250
YPR047W,MSF1,S000006251
YPR048W,TAH18,S000006252
YPR049C,ATG11,S000006253
YPR050C,YPR050C,S000006254
YPR051W,MAK3,S000006255
YPR052C,NHP6A,S000006256
YPR053C,YPR053C,S000006257
YPR054W,SMK1,S000006258
YPR055W,SEC8,S000006259
YPR056W,TFB4,S000006260
YPR057W,BRR1,S000006261
YPR058W,YMC1,S000006262
YPR059C,YPR059C,S000006263
YPR060C,ARO7,S000006264
YPR061C,JID1,S000006265
YPR062W,FCY1,S000006266
YPR063C,YPR063C,S000006267
YPR064W,YPR064W,S000006268
YPR065W,ROX1,S000006269
YPR066W,UBA3,S000006270
YPR067W,ISA2,S000006271
YPR068C,HOS1,S000006272
YPR069C,SPE3,S000006273
YPR070W,MED1,S000006274
YPR071W,YPR071W,S000006275
YPR072W,NOT5,S000006276
YPR073C,LTP1,S000006277
YPR074C,TKL1,S000006278
YPR074W-A,YPR074W-A,S000007631
YPR075C,OPY2,S000006279
YPR076W,YPR076W,S000006280
YPR077C,YPR077C,S000006281
YPR078C,YPR078C,S000006282
YPR079W,MRL1,S000006283
YPR080W,TEF1,S000006284
YPR081C,GRS2,S000006285
YPR082C,DIB1,S000006286
YPR083W,MDM36,S000006287
YPR084W,YPR084W,S000006288
YPR085C,ASA1,S000006289
YPR086W,SUA7,S000006290
YPR087W,VPS69,S000006291
YPR088C,SRP54,S000006292
YPR089W,YPR089W,S000006293
YPR091C,NVJ2,S000006295
YPR092W,YPR092W,S000006296
YPR093C,ASR1,S000006297
YPR094W,RDS3,S000006298
YPR095C,SYT1,S000006299
YPR096C,YPR096C,S000006300
YPR097W,YPR097W,S000006301
YPR098C,YPR098C,S000006302
YPR099C,YPR099C,S000006303
YPR100W,MRPL51,S000006304
YPR101W,SNT309,S000006305
YPR102C,RPL11A,S000006306
YPR103W,PRE2,S000006307
YPR104C,FHL1,S000006308
YPR105C,COG4,S000006309
YPR106W,ISR1,S000006310
YPR107C,YTH1,S000006311
YPR108W,RPN7,S000006312
YPR108W-A,YPR108W-A,S000028590
YPR109W,YPR109W,S000006313
YPR110C,RPC40,S000006314
YPR111W,DBF20,S000006315
YPR112C,MRD1,S000006316
YPR113W,PIS1,S000006317
YPR114W,YPR114W,S000006318
YPR115W,RGC1,S000006319
YPR116W,RRG8,S000006320
YPR117W,YPR117W,S000006321
YPR118W,MRI1,S000006322
YPR119W,CLB2,S000006323
YPR120C,CLB5,S000006324
YPR121W,THI22,S000006325
YPR122W,AXL1,S000006326
YPR123C,YPR123C,S000006327
YPR124W,CTR1,S000006328
YPR125W,YLH47,S000006329
YPR126C,YPR126C,S000006330
YPR127W,YPR127W,S000006331
YPR128C,ANT1,S000006332
YPR129W,SCD6,S000006333
YPR130C,YPR130C,S000006334
YPR131C,NAT3,S000006335
YPR132W,RPS23B,S000006336
YPR133C,SPN1,S000006337
YPR133W-A,TOM5,S000006433
YPR134W,MSS18,S000006338
YPR135W,CTF4,S000006339
YPR136C,YPR136C,S000006340
YPR137C-A,YPR137C-A,S000007359
YPR137C-B,YPR137C-B,S000007360
YPR137W,RRP9,S000006341
YPR138C,MEP3,S000006342
YPR139C,LOA1,S000006343
YPR140W,TAZ1,S000006344
YPR141C,KAR3,S000006345
YPR142C,YPR142C,S000006346
YPR143W,RRP15,S000006347
YPR144C,NOC4,S000006348
YPR145C-A,YPR145C-A,S000113589
YPR145W,ASN1,S000006349
YPR146C,YPR146C,S000006350
YPR147C,YPR147C,S000006351
YPR148C,YPR148C,S000006352
YPR149W,NCE102,S000006353
YPR150W,YPR150W,S000006354
YPR151C,SUE1,S000006355
YPR152C,URN1,S000006356
YPR153W,YPR153W,S000006357
YPR154W,PIN3,S000006358
YPR155C,NCA2,S000006359
YPR156C,TPO3,S000006360
YPR157W,TDA6,S000006361
YPR158C-C,YPR158C-C,S000007361
YPR158C-D,YPR158C-D,S000007362
YPR158W,CUR1,S000006362
YPR158W-A,YPR158W-A,S000007363
YPR158W-B,YPR158W-B,S000007364
YPR159C-A,YPR159C-A,S000028725
YPR159W,KRE6,S000006363
YPR160C-A,YPR160C-A,S000028726
YPR160W,GPH1,S000006364
YPR160W-A,YPR160W-A,S000028860
YPR161C,SGV1,S000006365
YPR162C,ORC4,S000006366
YPR163C,TIF3,S000006367
YPR164W,MMS1,S000006368
YPR165W,RHO1,S000006369
YPR166C,MRP2,S000006370
YPR167C,MET16,S000006371
YPR168W,NUT2,S000006372
YPR169W,JIP5,S000006373
YPR169W-A,YPR169W-A,S000028591
YPR170C,YPR170C,S000006374
YPR170W-A,YPR170W-A,S000028861
YPR170W-B,YPR170W-B,S000028515
YPR171W,BSP1,S000006375
YPR172W,YPR172W,S000006376
YPR173C,VPS4,S000006377
YPR174C,YPR174C,S000006378
YPR175W,DPB2,S000006379
YPR176C,BET2,S000006380
YPR177C,YPR177C,S000006381
YPR178W,PRP4,S000006382
YPR179C,HDA3,S000006383
YPR180W,AOS1,S000006384
YPR181C,SEC23,S000006385
YPR182W,SMX3,S000006386
YPR183W,DPM1,S000006387
YPR184W,GDB1,S000006388
YPR185W,ATG13,S000006389
YPR186C,PZF1,S000006390
YPR187W,RPO26,S000006391
YPR188C,MLC2,S000006392
YPR189W,SKI3,S000006393
YPR190C,RPC82,S000006394
YPR191W,QCR2,S000006395
YPR192W,AQY1,S000006396
YPR193C,HPA2,S000006397
YPR194C,OPT2,S000006398
YPR195C,YPR195C,S000006399
YPR196W,YPR196W,S000006400
YPR197C,YPR197C,S000006401
YPR198W,SGE1,S000006402
YPR199C,ARR1,S000006403
YPR200C,ARR2,S000006404
YPR201W,ARR3,S000006405
YPR202W,YPR202W,S000006406
YPR203W,YPR203W,S000006407
YPR204C-A,YPR204C-A,S000028727
YPR204W,YPR204W,S000006408
Q0010,Q0010,S000007257
Q0017,Q0017,S000007258
Q0032,Q0032,S000007259
Q0045,COX1,S000007260
Q0050,AI1,S000007261
Q0055,AI2,S000007262
Q0060,AI3,S000007263
Q0065,AI4,S000007264
Q0070,AI5_ALPHA,S000007265
Q0075,AI5_BETA,S000007266
Q0080,ATP8,S000007267
Q0085,ATP6,S000007268
Q0092,Q0092,S000007269
Q0105,COB,S000007270
Q0110,BI2,S000007271
Q0115,BI3,S000007272
Q0120,BI4,S000007273
Q0130,OLI1,S000007274
Q0140,VAR1,S000007275
Q0142,Q0142,S000007276
Q0143,Q0143,S000007277
Q0144,Q0144,S000007278
Q0160,SCEI,S000007279
Q0182,Q0182,S000007280
Q0250,COX2,S000007281
Q0255,Q0255,S000007282
Q0275,COX3,S000007283
Q0297,Q0297,S000007284
R0010W,FLP1,S000029654
R0020C,REP1,S000029675
R0030W,RAF1,S000029674
R0040C,REP2,S000029676
