"ORF","myStddev","myMean","myCV"
"YKR009C",0.028004622920714,3.37137364224247,0.00830659128665631
"YDL157C",0.012556688887903,3.62679399319962,0.00346220075125505
"YER059W",0.0605180362055865,3.38916884277107,0.0178563060777183
"YGL059W",0.0239617819136555,3.28717832735081,0.00728946820873167
"YDR481C",0.0236198216602995,3.57360192420611,0.00660952791084776
"YML113W",0.0314266141633498,3.17396421285002,0.00990137634070257
"YIL157C",0.0236338684491933,3.55507681754647,0.00664792061103876
"YPR003C",0.0207158582932289,3.21930996050956,0.00643487534513451
"YNR074C",0.0115074621440814,3.44350463599118,0.00334178790520755
"YLR154C-H",0.0565870595207047,3.19119126100504,0.0177322682636337
"YKL012W",0.0250625749279467,3.42172904457462,0.00732453522808449
"YJL147C",0.0239242311598883,3.19955044323923,0.00747737270729428
"YDL216C",0.0324165110047451,3.0963224506621,0.0104693588995595
"YNL320W",0.0147918571457985,3.43455530224602,0.00430677506812174
"YHL007C",0.0200446176789311,3.48682377341235,0.00574867529347908
"YPL223C",0.167403189887427,3.31665414009157,0.0504735142153849
"YKL138C",0.0150004131846862,3.55774694885871,0.00421626759865488
"YNL126W",0.026243703216003,3.19512447388146,0.00821367162078726
"YKL055C",0.0313810416355428,2.88668270732818,0.0108709701817517
"YML035C",0.0162129571180118,3.50308914186016,0.00462818856770589
"YER087C-B",0.0350419929241329,3.68776193315565,0.00950223836551921
"YIL160C",0.264305163237039,3.06587270830011,0.0862087856816417
"YLR050C",0.0335635919385287,3.56341311037647,0.00941894495499084
"YOR037W",0.0249692415378719,3.2744896829227,0.00762538409209008
"YOL008W",0.0274850567390987,3.36351656155788,0.00817152412841649
"YOR072W-B",0.0448791577975919,3.29923792404439,0.0136028861303148
"YPL253C",0.0252057524491297,3.15697884197355,0.00798413727517177
"YDL048C",0.0734353621311646,3.24993029933107,0.0225959806418863
"YDR056C",0.028206713010375,3.54215900895251,0.00796314138893394
"YNL083W",0.0132515295449596,3.24483463353145,0.00408388440138704
"YCR081W",0.0119547835588125,3.3112002426874,0.00361040791332809
"YDL159W",0.0203762169799063,3.19816734309567,0.00637121663564455
"YCR024C-B",0.0107973686924617,3.73792935717388,0.00288859624159008
"YPL154C",0.0118803222830553,3.78370415640316,0.00313986553704264
"YDR020C",0.0279969095155268,3.07256381769717,0.00911190496818058
"YOR290C",0.017915009693398,3.49580274862624,0.00512471983736444
"YGR267C",0.0116621219734273,3.68870463291848,0.00316157652454822
"YNL216W",0.0159928990718981,3.367894749779,0.00474863386777378
"YFL034C-B",0.0128633139173188,3.41585050669958,0.00376577191890856
"YEL031W",0.0287800369854749,3.70987516700916,0.007757683396306
"YBR238C",0.0489160082449008,3.04104927066163,0.0160852402875598
"YFL045C",0.0125563379637985,3.76605051543087,0.00333408644210976
"YGL222C",0.065957730544832,2.87273165020734,0.0229599345069601
"YIR021W",0.0220947725279607,3.4293583247731,0.00644282995111703
"YHR014W",0.0929698988782934,2.50165761443567,0.0371633185699817
"YEL006W",0.0536996096643639,3.47856482143681,0.0154372887730703
"YDL029W",0.0113423821151018,3.71396757538978,0.00305397984362087
"YLR401C",0.0260826266654994,3.33786201686102,0.00781417162655152
"YDR447C",0.0123571352344792,3.78584355608479,0.00326403747313283
