gene,orf,no. of probes,measurments,F-statistic,#NAME?,difference,YPD,YPDGE,YPG,YPE,YPL
yef3,YLR249W,0,0,,,,,,,,
SSP120,YLR250W,4,44,1.05629,0.40604,0.0348,1.03691,1.0443,1.02469,1.05949,1.05636
YLR251W,YLR251W,0,0,,,,,,,,
YLR252W,YLR252W,4,44,2.43474,1.18372,0.04423,1.01907,1.01271,1.00921,1.04826,1.05344
YLR253W,YLR253W,4,44,2.64034,1.30039,0.04586,1.03721,1.00554,0.99135,1.00447,1.00372
YLR254C,YLR254C,4,44,1.77417,0.80653,0.04195,1.03591,1.02848,1.0272,1.06915,1.06202
YLR255C,YLR255C,4,44,0.39377,0.09062,0.02346,1.0469,1.04358,1.03106,1.05452,1.04807
YLR257W,YLR257W,4,44,2.3019,1.10803,0.04996,1.02684,1.02415,1.01601,1.06597,1.05187
GSY2,YLR258W,4,44,0.9294,0.33902,0.03269,1.0405,1.04938,1.03843,1.06721,1.07112
HSP60,YLR259C,0,0,,,,,,,,
LCB5,YLR260W,4,26,14.77577,4.65222,0.11285,0.70244,0.6017,0.59599,0.59684,0.58959
YLR261C,YLR261C,4,43,1.80958,0.82467,0.04764,0.98337,0.95072,0.94598,0.95084,0.99362
YPT6,YLR262C,2,22,5.52958,2.21331,0.08557,0.99321,0.92067,0.90764,0.90861,0.95851
YLR262C-A,YLR262C-A,4,44,2.21542,1.05866,0.05004,1.01684,0.98974,0.98249,0.98205,0.9668
RED1,YLR263W,4,44,0.36767,0.08093,0.02399,1.04582,1.04336,1.03279,1.05678,1.04353
RPS28B,YLR264W,2,20,14.42467,3.98087,0.27795,0.82668,0.9574,1.01617,1.10463,1.09617
NEJ1,YLR265C,4,44,0.58235,0.16914,0.02315,1.03621,1.02141,1.01464,1.03779,1.02883
YLR266C,YLR266C,4,44,2.85098,1.41918,0.05171,1.03517,0.99464,0.9922,0.98346,0.98791
BOP2,YLR267W,4,44,1.29661,0.53718,0.03292,1.03911,1.03592,1.01918,1.0521,1.04531
SEC22,YLR268W,2,20,13.70064,3.86633,0.12925,0.95589,0.8699,0.83007,0.82664,0.86694
YLR269C,YLR269C,4,44,0.35168,0.07516,0.03356,1.02604,1.01433,1.00613,1.03969,1.01689
YLR270W,YLR270W,2,14,131.00151,5.93127,0.18961,0.7715,0.60952,0.62243,0.58189,0.65751
YLR271W,YLR271W,4,44,1.20232,0.4852,0.02547,1.03223,1.03606,1.02596,1.05143,1.04179
YCS4,YLR272C,0,0,,,,,,,,
PIG1,YLR273C,4,44,0.27392,0.04924,0.01666,1.03453,1.03193,1.01955,1.03621,1.03138
CDC46,YLR274W,0,0,,,,,,,,
SMD2,YLR275W,0,0,,,,,,,,
DBP9,YLR276C,0,0,,,,,,,,
YSH1,YLR277C,0,0,,,,,,,,
YLR278C,YLR278C,4,44,4.7969,2.46493,0.08257,1.01734,1.0344,1.03477,1.0999,1.0717
YLR279W,YLR279W,4,44,3.34429,1.69367,0.05465,1.02212,1.03177,1.02174,1.07638,1.06166
YLR280C,YLR280C,4,44,0.53056,0.14628,0.02413,1.02756,1.03353,1.01533,1.03946,1.03039
YLR281C,YLR281C,4,39,0.26637,0.04709,0.02974,1.01446,1.01568,0.99495,1.02469,1.01208
YLR282C,YLR282C,4,44,1.70081,0.76474,0.04276,1.03194,1.04162,1.02958,1.07234,1.06505
YLR283W,YLR283W,4,43,1.65428,0.73663,0.04018,1.02313,1.03075,1.03102,1.06331,1.045
ECI1,YLR284C,4,44,1.08875,0.42347,0.03903,1.01593,1.02789,1.01664,1.05496,1.04771
YLR285W,YLR285W,4,44,0.31591,0.06279,0.03129,1.02432,1.00089,0.99303,1.00224,1.00013
CTS1,YLR286C,4,44,0.30385,0.05878,0.02182,1.02944,1.02216,1.02688,1.00762,1.01268
YLR287C,YLR287C,4,44,3.78342,1.93293,0.05968,1.0275,1.0382,1.02092,1.08059,1.07508
RPS30A,YLR287C-A,4,44,10.99741,5.15505,0.11006,0.83324,0.81839,0.92674,0.91249,0.92846
MEC3,YLR288C,4,44,0.22761,0.0357,0.01468,1.01657,1.01999,1.01855,1.03125,1.02983
GUF1,YLR289W,4,44,2.21732,1.05974,0.03444,0.99424,0.97146,0.9598,0.96212,0.96431
YLR290C,YLR290C,4,44,0.40945,0.0966,0.02485,0.99902,0.97417,0.98429,0.97583,0.97749
GCD7,YLR291C,0,0,,,,,,,,
SEC72,YLR292C,4,44,3.04637,1.52857,0.07145,1.01088,1.02088,1.03998,1.08234,1.0522
GSP1,YLR293C,0,0,,,,,,,,
YLR294C,YLR294C,4,44,11.53497,5.35094,0.10519,0.99811,0.96113,0.89293,0.91011,0.89898
ATP14,YLR295C,2,13,21.3384,2.9676,0.20711,0.73811,0.531,0.60405,0.58119,0.58246
YLR296W,YLR296W,4,44,1.08332,0.42055,0.03451,1.01787,1.01624,1.02087,1.05076,1.04385
YLR297W,YLR297W,4,40,4.12847,2.0693,0.07974,1.00945,1.0367,1.0457,1.08919,1.06933
YHC1,YLR298C,0,0,,,,,,,,
ECM38,YLR299W,4,44,3.49381,1.77571,0.05245,1.01048,0.96346,0.96201,0.96728,0.95804
exg1,YLR300W,4,44,0.7977,0.27178,0.01793,1.01313,1.0041,0.9952,0.99887,0.99844
MET17,YLR303W,4,44,0.98662,0.36901,0.0374,0.97892,0.99796,0.98144,1.01631,1.00954
aco1,YLR304C,1,11,10.13633,1.89008,0.28835,0.87024,0.73428,0.59452,0.58189,0.60469
STT4,YLR305C,0,0,,,,,,,,
UBC12,YLR306W,2,22,1.5323,0.61411,0.05394,1.00579,1.04183,1.02275,1.05973,1.04732
CDA1,YLR307W,3,33,1.18997,0.46912,0.03392,1.02003,1.03588,1.02513,1.05394,1.03612
CDA2,YLR308W,2,22,0.70231,0.22009,0.04241,1.01071,0.98088,0.97693,0.96888,0.96831
IMH1,YLR309C,4,43,0.80568,0.27558,0.03792,1.02393,1.00561,0.98601,0.99587,0.9933
cdc25,YLR310C,0,0,,,,,,,,
YLR311C,YLR311C,4,44,5.4866,2.81049,0.06439,1.01065,1.04476,1.0184,1.07504,1.07427
YLR312C,YLR312C,4,44,2.38745,1.1568,0.06475,1.02754,0.98441,0.96954,0.97398,0.96279
MRPL15,YLR312W-A,3,18,5.85299,1.96596,0.1374,0.72867,0.70776,0.72303,0.59127,0.659
SPH1,YLR313C,4,44,1.37067,0.57838,0.04497,1.02731,1.0445,1.03422,1.07229,1.05709
cdc3,YLR314C,0,0,,,,,,,,
YLR315W,YLR315W,4,44,0.10677,0.00905,0.01202,0.99288,0.98086,0.98357,0.98826,0.98998
TAD3,YLR316C,0,0,,,,,,,,
YLR317W,YLR317W,0,0,,,,,,,,
EST2,YLR318W,4,44,18.57934,7.54538,0.11584,0.99616,1.03501,1.06438,1.112,1.1004
BUD6,YLR319C,4,44,2.77403,1.37589,0.05745,1.01911,1.04812,1.01898,1.07643,1.07036
YLR320W,YLR320W,4,32,4.00207,1.88108,0.09377,0.74491,0.76077,0.83818,0.81464,0.83868
SFH1,YLR321C,0,0,,,,,,,,
YLR322W,YLR322W,4,35,2.85223,1.35813,0.06031,0.73063,0.76924,0.75407,0.75938,0.79094
YLR323C,YLR323C,0,0,,,,,,,,
YLR324W,YLR324W,3,33,0.82226,0.28122,0.0384,1.0145,1.00443,0.98492,1.02332,1.01948
RPL38,YLR325C,4,44,1.23863,0.50515,0.0461,1.02851,1.04365,1.0313,1.07461,1.06406
YLR326W,YLR326W,4,44,2.06745,0.97409,0.04418,1.03795,1.00319,0.99377,1.01285,1.00762
YLR327C,YLR327C,2,22,1.02527,0.37057,0.04789,1.03198,1.00254,0.98409,1.0035,1.0031
YLR328W,YLR328W,3,33,2.34759,1.08646,0.06906,1.04793,1.0563,1.03086,1.09992,1.083
rec102,YLR329W,2,22,0.42458,0.10316,0.04314,1.04156,1.01917,0.99842,1.03762,1.02605
chs5,YLR330W,4,44,2.80897,1.39556,0.04001,0.99734,0.97128,0.9598,0.99981,0.9956
YLR331C,YLR331C,4,43,4.1792,2.13267,0.05686,1.04034,1.04473,1.03839,1.09526,1.08854
MID2,YLR332W,2,22,1.70273,0.69536,0.07318,1.04376,0.99149,0.97201,0.97058,0.97497
RPS25B,YLR333C,0,0,,,,,,,,
YLR334C,YLR334C,4,44,0.73477,0.24071,0.04617,1.01389,1.04602,1.04931,1.06006,1.05189
NUP2,YLR335W,4,44,5.19205,2.66453,0.06319,0.99183,1.00288,1.0438,1.05502,1.02986
SGD1,YLR336C,0,0,,,,,,,,
VRP1,YLR337C,0,0,,,,,,,,
YLR338W,YLR338W,4,29,19.65997,5.97732,0.24735,0.79881,0.55146,0.69254,0.61005,0.66589
YLR339C,YLR339C,0,0,,,,,,,,
RPP0,YLR340W,0,0,,,,,,,,
YLR341W,YLR341W,3,33,0.25807,0.04481,0.02102,0.98254,0.96152,0.97441,0.97013,0.96189
FKS1,YLR342W,3,28,30.59961,7.54269,0.23226,0.63355,0.72412,0.86388,0.84361,0.86581
YLR343W,YLR343W,4,44,2.06274,0.9714,0.06453,1.02475,1.07124,1.0699,1.08927,1.08223
RPL26A,YLR344W,4,44,9.89775,4.73847,0.06324,0.99788,1.0196,1.02644,1.06112,1.04989
YLR345W,YLR345W,4,44,0.43617,0.10704,0.02545,1.01498,1.02207,1.00539,1.00695,0.99662
YLR346C,YLR346C,4,44,0.61031,0.18182,0.03231,1.02551,1.01116,1.01492,0.99527,0.99321
KAP95,YLR347C,0,0,,,,,,,,
DIC1,YLR348C,4,44,1.00726,0.37992,0.03818,1.04002,1.0539,1.05174,1.0782,1.06478
YLR349W,YLR349W,4,44,2.3802,1.15266,0.03828,1.0168,1.01397,1.01418,1.05225,1.04844
YLR350W,YLR350W,3,33,1.40591,0.58354,0.04907,1.02924,1.00286,0.99174,0.99134,0.98017
NIT3,YLR351C,4,40,2.27999,1.08052,0.06114,1.02232,1.05243,1.05386,1.08345,1.06886
YLR352W,YLR352W,4,44,3.3207,1.68068,0.05367,1.01807,1.06236,1.04714,1.07174,1.06242
BUD8,YLR353W,4,44,0.35752,0.07725,0.02547,1.02411,1.04455,1.03999,1.04958,1.04153
TAL1,YLR354C,2,15,4.66126,1.51043,0.16281,0.93349,0.98836,0.96432,1.0963,0.94381
ilv5,YLR355C,0,0,,,,,,,,
YLR356W,YLR356W,4,44,0.11005,0.00957,0.01064,1.01348,1.00604,1.00284,1.00517,1.00423
RSC2,YLR357W,4,35,65.74815,12.48863,0.18657,0.71205,0.74821,0.873,0.80152,0.89862
YLR358C,YLR358C,4,44,37.91972,11.54059,0.15657,0.7932,0.78852,0.93313,0.84096,0.94509
ADE13,YLR359W,0,0,,,,,,,,
VPS38,YLR360W,4,44,11.62184,5.38215,0.09687,1.01957,1.06154,1.05717,1.11535,1.11644
YLR361C,YLR361C,4,44,0.31447,0.0623,0.01532,1.01017,1.01548,1.02548,1.01408,1.01426
ste11,YLR362W,0,0,,,,,,,,
NMD4,YLR363C,3,33,0.10099,0.00828,0.01198,1.02868,1.03453,1.02554,1.03751,1.03272
YLR364W,YLR364W,3,33,2.14549,0.9794,0.04701,1.02953,1.04033,1.02962,1.07654,1.06277
YLR365W,YLR365W,4,44,0.07562,0.00472,0.00841,1.00715,1.00871,1.00865,1.0089,1.00049
YLR366W,YLR366W,4,43,0.58649,0.17096,0.04649,0.97693,0.98425,1.00369,1.02342,1.0095
RPS22B,YLR367W,4,44,2.21634,1.05919,0.04579,0.98591,0.97839,1.01397,1.02417,1.0082
YLR368W,YLR368W,4,32,15.57021,5.57186,0.19587,0.82563,0.74593,0.66008,0.62976,0.63839
SSQ1,YLR369W,2,16,2.67546,0.99408,0.21443,0.68222,0.71575,0.50132,0.53018,0.50867
ARC18,YLR370C,4,37,36.73486,10.03439,0.41286,0.74699,0.52812,0.78667,0.78105,0.94098
ROM2,YLR371W,4,31,32.99109,8.27676,0.29049,0.69968,0.55682,0.83225,0.76954,0.84731
SUR4,YLR372W,2,22,9.956,3.41217,0.16792,0.75222,0.77557,0.89552,0.92014,0.91361
VID22,YLR373C,4,35,0.94387,0.34253,0.04359,0.79868,0.78008,0.80145,0.75786,0.8009
YLR374C,YLR374C,4,44,5.44083,2.78796,0.06264,0.94856,0.94281,1.00545,1.00157,0.99686
STP3,YLR375W,4,44,2.29464,1.10389,0.05807,1.01676,1.04941,1.05021,1.07483,1.06314
YLR376C,YLR376C,4,44,4.69653,2.41353,0.06815,1.00227,1.04095,1.02144,1.07042,1.04813
FBP1,YLR377C,4,44,14.20735,6.258,0.09663,0.99553,1.0055,0.90887,0.92707,0.95351
SEC61,YLR378C,0,0,,,,,,,,
YLR379W,YLR379W,0,0,,,,,,,,
CSR1,YLR380W,4,44,0.62951,0.19065,0.02726,1.0144,1.0292,1.01264,1.0399,1.03407
YLR381W,YLR381W,4,44,2.48783,1.2139,0.05809,0.9504,0.91225,0.97034,0.95141,0.96172
nam2,YLR382C,3,26,1.9477,0.83534,0.08998,0.71174,0.65176,0.63907,0.62176,0.67027
IKI3,YLR384C,4,44,1.52905,0.66735,0.05003,0.89386,0.84383,0.86824,0.87406,0.85238
YLR385C,YLR385C,3,33,1.74141,0.7633,0.05517,1.03339,1.05452,1.04599,1.08856,1.07676
YLR386W,YLR386W,2,22,25.59875,5.82422,0.1526,0.80413,0.80368,0.95628,0.89251,0.92784
YLR387C,YLR387C,4,43,3.46317,1.75085,0.07414,1.02547,1.05457,1.04547,1.09962,1.09027
RPS29A,YLR388W,3,33,37.65375,9.51382,0.17525,0.8583,0.89841,0.96836,1.03354,1.01376
STE23,YLR389C,2,22,1.56772,0.63106,0.03194,1.02312,0.99118,1.01164,1.01698,1.00575
ECM19,YLR390W,4,44,1.12054,0.44064,0.02292,1.01846,1.01133,0.99581,1.00166,0.99555
SSR1,YLR390W-A,4,44,0.38898,0.08881,0.02404,1.03082,1.03143,1.02095,1.04499,1.04391
YLR391W,YLR391W,4,44,2.7785,1.3784,0.07886,0.9927,0.93449,0.94214,0.91385,0.91711
YLR392C,YLR392C,4,44,2.23229,1.0683,0.02339,1.02665,1.00946,1.00326,1.02344,1.01402
ATP10,YLR393W,4,29,11.32268,4.23857,0.24694,0.80873,0.75751,0.65137,0.56179,0.62873
CST9,YLR394W,4,44,1.64249,0.7316,0.04283,1.01925,1.04632,1.04062,1.06208,1.04496
COX8,YLR395C,4,39,4.18586,2.08465,0.05747,1.0013,0.99601,0.94383,0.95084,0.974
vps33,YLR396C,4,27,4.29651,1.88782,0.09734,0.78575,0.74097,0.69767,0.68841,0.70558
AFG2,YLR397C,0,0,,,,,,,,
SKI2,YLR398C,3,33,3.53035,1.68962,0.07954,0.98605,1.01508,1.02685,1.06558,1.05744
BDF1,YLR399C,4,36,13.46209,5.43052,0.25748,0.75504,0.62043,0.8779,0.76554,0.85407
YLR400W,YLR400W,4,44,0.35186,0.07523,0.02218,1.02263,1.01584,1.01558,1.03776,1.02876
YLR401C,YLR401C,4,44,0.76071,0.25342,0.02307,1.02759,1.02887,1.01684,1.03991,1.03117
YLR402W,YLR402W,2,22,9.89182,3.39753,0.12192,0.9251,0.96089,1.02407,1.04702,1.03028
SFP1,YLR403W,4,35,6.82421,3.16834,0.20176,0.60153,0.68337,0.80329,0.78492,0.77226
YLR404W,YLR404W,2,22,0.78648,0.25838,0.05293,1.02643,1.05058,1.04103,1.07936,1.07064
YLR405W,YLR405W,4,40,5.33413,2.66091,0.09493,1.03257,1.07566,1.0654,1.1275,1.10548
RPL31B,YLR406C,4,44,2.79529,1.38786,0.03729,0.93669,0.94104,0.97398,0.97196,0.9639
YLR407W,YLR407W,2,22,0.72868,0.23199,0.03337,1.01291,1.01971,0.99574,1.02911,1.01413
YLR408C,YLR408C,4,44,0.8866,0.31688,0.0311,1.02777,1.00706,0.99668,0.9991,0.99712
YLR409C,YLR409C,0,0,,,,,,,,
VIP1,YLR410W,4,44,3.37736,1.71186,0.04244,1.02671,1.00028,0.99437,0.99187,0.98427
YLR412W,YLR412W,4,44,5.10172,2.61928,0.06983,0.97556,0.98843,0.98693,1.04539,1.02751
YLR413W,YLR413W,4,44,0.55806,0.15831,0.02536,1.01979,1.00206,0.99443,1.01018,1.00205
YLR414C,YLR414C,4,44,0.4178,0.09983,0.02524,1.0374,1.02486,1.01216,1.02863,1.03076
YLR415C,YLR415C,4,44,0.81152,0.2787,0.03228,1.0304,1.01164,0.99812,1.01772,1.01049
YLR416C,YLR416C,4,44,1.03585,0.39512,0.02871,1.02311,1.01496,1.01204,1.04075,1.02764
VPS36,YLR417W,3,33,7.52612,3.39688,0.11819,0.95096,0.88017,0.8331,0.86656,0.95128
CDC73,YLR418C,4,38,9.88982,4.44661,0.0954,0.93552,0.90971,0.92401,0.98602,1.0051
ura4,YLR420W,3,33,4.12981,1.97765,0.08109,1.01671,1.01306,1.04971,1.08548,1.09415
RPN13,YLR421C,3,33,1.20088,0.47486,0.03611,1.03095,1.0307,1.03114,1.06266,1.06681
YLR422W,YLR422W,4,44,0.88703,0.3171,0.03928,1.01983,1.02447,1.03338,1.0591,1.04458
APG17,YLR423C,3,21,3.46386,1.40924,0.14466,0.84773,0.70723,0.73616,0.70307,0.77715
YLR424W,YLR424W,0,0,,,,,,,,
TUS1,YLR425W,2,22,22.75928,5.49873,0.17872,0.89289,0.81971,0.78824,0.7317,0.91042
YLR426W,YLR426W,4,42,22.76386,8.37155,0.12972,0.93753,0.97046,1.0206,1.06072,1.06725
YLR427W,YLR427W,4,43,1.01834,0.38536,0.05188,1.02362,1.04304,1.03428,1.07549,1.05893
YLR428C,YLR428C,4,44,2.28152,1.0964,0.03463,1.01541,1.01392,1.0039,1.03762,1.00299
CRN1,YLR429W,3,33,1.42281,0.59256,0.04483,1.02189,1.02824,1.00803,1.05286,1.0363
sen1,YLR430W,0,0,,,,,,,,
YLR431C,YLR431C,4,44,1.54513,0.67643,0.03957,1.02663,1.02264,1.01932,1.05889,1.03636
IMD3,YLR432W,4,44,0.63226,0.19192,0.02213,1.0205,1.00118,1.00249,1.02331,1.00543
cna1,YLR433C,4,44,2.0256,0.95016,0.03757,1.02301,1.0074,0.99429,1.01442,0.98544
YLR434C,YLR434C,4,43,3.34071,1.68414,0.09272,0.97757,1.03117,1.03488,1.07029,1.05103
YLR435W,YLR435W,3,27,2.82192,1.26677,0.17809,0.72674,0.66596,0.84404,0.79688,0.83896
ECM30,YLR436C,2,22,0.09588,0.00779,0.0135,1.00707,1.00615,1.01341,1.01335,0.99991
YLR437C,YLR437C,4,44,1.70952,0.7697,0.03202,1.02436,0.99851,0.99234,1.01176,0.99645
LSM3,YLR438C-A,0,0,,,,,,,,
car2,YLR438W,4,44,2.11414,1.00079,0.0517,1.02897,1.03895,1.00289,1.05459,1.02776
MRPL4,YLR439W,1,6,0,0,0.16489,0.88321,0.76483,0.77392,0.73822,0.71833
YLR440C,YLR440C,0,0,,,,,,,,
RPS1A,YLR441C,2,21,24.65181,5.485,0.12303,0.96129,0.97769,1.02042,1.08432,1.07183
SIR3,YLR442C,0,0,,,,,,,,
ECM7,YLR443W,4,44,0.26374,0.04613,0.02799,1.02986,1.02379,1.00726,1.03525,1.02282
YLR444C,YLR444C,4,40,1.4625,0.62452,0.04662,1.009,1.0217,1.02156,1.05562,1.03629
YLR445W,YLR445W,4,43,0.231,0.03667,0.0203,1.0155,1.01625,1.0137,1.03376,1.01346
YLR446W,YLR446W,4,44,0.43511,0.10662,0.01932,1.0363,1.04013,1.03033,1.04965,1.03297
vma6,YLR447C,2,12,6.11086,1.43714,0.10511,0.68774,0.61322,0.67128,0.71833,0.69608
RPL6B,YLR448W,4,43,10.57878,4.95112,0.12082,0.79795,0.79823,0.88416,0.91877,0.89841
FPR4,YLR449W,3,33,4.2883,2.05176,0.04822,1.02861,1.03809,1.02995,1.07682,1.06347
hmg2,YLR450W,4,44,0.8846,0.31585,0.03091,0.98602,0.96635,0.95511,0.97208,0.96241
leu3,YLR451W,4,42,0.73777,0.24188,0.04292,1.0456,1.01416,1.00941,1.00268,1.01938
sst2,YLR452C,4,44,1.908,0.88293,0.06717,1.01648,0.97722,0.97047,0.97564,0.94931
RIF2,YLR453C,4,42,0.59824,0.17622,0.04545,1.05053,1.0455,1.02654,1.07198,1.05366
YLR454W,YLR454W,4,44,0.75898,0.25257,0.03513,1.04017,1.02574,1.00937,1.0445,1.02848
YLR455W,YLR455W,4,44,1.12767,0.4445,0.05842,1.01958,0.98584,0.96116,0.9843,0.98047
YLR456W,YLR456W,4,44,2.05465,0.96677,0.04947,1.02604,0.99571,0.98843,0.98969,0.97657
NBP1,YLR457C,0,0,,,,,,,,
YLR458W,YLR458W,0,0,,,,,,,,
cdc91,YLR459W,0,0,,,,,,,,
YLR460C,YLR460C,4,43,0.61735,0.18498,0.05032,1.05382,1.05568,1.04623,1.09063,1.04031
PAU4,YLR461W,4,43,0.84735,0.29657,0.06717,1.06104,1.06901,1.04424,1.09214,1.02497
YPT7,YML001W,2,22,1.46963,0.58407,0.02527,0.99169,0.9796,0.99442,0.99374,1.00487
YML002W,YML002W,2,22,3.92907,1.64997,0.03965,1.00531,0.99504,1.01455,0.9749,0.98799
YML003W,YML003W,2,22,2.56029,1.08843,0.09136,1.01796,1.08228,1.09281,1.08736,1.10932
GLO1,YML004C,2,22,2.02149,0.84489,0.06893,1.03714,1.08963,1.09546,1.08971,1.10607
YML005W,YML005W,2,22,1.26076,0.48358,0.04749,1.01657,1.05649,1.06405,1.04474,1.06304
GIS4,YML006C,2,22,8.14809,2.97295,0.07811,0.99014,0.94666,0.96089,0.91678,0.91203
YAP1,YML007W,2,22,14.92966,4.38529,0.11902,0.96991,1.00408,1.08893,1.04705,1.0576
erg6,YML008C,2,19,9.47705,2.96908,0.1059,0.88153,0.82756,0.87743,0.77563,0.81939
MRPL39,YML009c,6,65,15.39297,7.7353,0.23012,1.01958,0.98202,0.87113,0.84916,0.78945
YML010C-B,YML010C-B,2,19,1.3833,0.52666,0.15326,0.78799,0.8341,0.79703,0.94125,0.79879
spt5,YML010W,0,0,,,,,,,,
YML010W-A,YML010W-A,2,22,3.47604,1.47302,0.05565,0.91694,0.8762,0.87026,0.92591,0.9041
YML011C,YML011C,2,22,0.47884,0.12443,0.04451,1.02121,1.05897,1.06243,1.05053,1.06572
ERV25,YML012W,2,22,1.89644,0.78666,0.02945,0.99047,0.99185,0.99289,0.96343,0.97412
YML013C-A,YML013C-A,2,22,2.68451,1.14278,0.09328,0.75304,0.67298,0.67893,0.65976,0.69276
YML013W,YML013W,2,22,3.88899,1.63465,0.06849,0.8855,0.86032,0.82472,0.85759,0.89321
YML014W,YML014W,2,22,15.36959,4.45896,0.12042,0.88132,0.87578,0.9962,0.92847,0.96078
TAF40,YML015C,0,0,,,,,,,,
PPZ1,YML016C,2,22,4.14658,1.73198,0.11522,0.98768,1.04675,1.0742,1.07715,1.1029
PSP2,YML017W,2,22,2.43244,1.03178,0.03263,1.00822,1.014,0.98251,0.98137,0.99434
YML018C,YML018C,2,22,1.53821,0.61694,0.05761,1.00988,1.05188,1.06749,1.05354,1.061
OST6,YML019W,2,22,1.72187,0.70444,0.04851,0.98423,1.01054,1.02326,1.0127,1.03274
YML020W,YML020W,2,22,1.99138,0.83092,0.08715,1.01178,1.08312,1.09892,1.09276,1.09565
ung1,YML021C,3,32,0.84217,0.29058,0.10869,1.05928,1.04752,1.01427,1.05731,0.95059
APT1,YML022W,4,44,0.22666,0.03544,0.01871,0.96806,0.95177,0.97048,0.96225,0.9578
YML023C,YML023C,0,0,,,,,,,,
RPS17A,YML024W,2,20,19.15521,4.63331,0.26688,0.75616,0.82527,0.99735,1.00874,1.02303
YML025C,YML025C,0,0,,,,,,,,
rps18B,YML026C,2,22,17.82248,4.84191,0.21616,0.7808,0.86298,0.97921,0.9837,0.99696
YOX1,YML027W,4,44,0.20377,0.02937,0.0153,1.01078,1.02275,1.02104,1.02609,1.02602
TSA1,YML028W,2,22,4.15504,1.73513,0.08792,0.97549,1.0483,1.06342,1.04529,1.06219
YML029W,YML029W,2,22,1.0433,0.37917,0.03112,0.99684,1.00868,1.01882,0.9877,1.00235
YML030W,YML030W,2,22,15.03088,4.40238,0.16434,0.98383,0.96235,0.86087,0.8195,0.84645
ndc1,YML031W,0,0,,,,,,,,
rad52,YML032C,2,20,18.92508,4.60482,0.21674,0.7117,0.71876,0.92844,0.9158,0.87126
YML033W,YML033W,2,22,2.78837,1.1877,0.10513,1.00511,1.06653,1.08481,1.11024,1.10577
SRC1,YML034W,2,20,2.14012,0.87417,0.12047,1.00649,1.03983,1.08238,1.12696,1.10994
amd1,YML035C,4,44,1.56241,0.6862,0.04976,1.02776,0.99989,0.978,1.01595,0.98332
YML035C-A,YML035C-A,2,22,1.60286,0.64784,0.05899,0.98949,1.01055,1.04848,1.02705,1.03444
YML036W,YML036W,2,17,13.9095,3.36659,0.23869,0.66054,0.72736,0.88376,0.89923,0.88005
YML037C,YML037C,2,22,3.09118,1.3159,0.07156,1.00561,1.06355,1.07718,1.06688,1.06916
YMD8,YML038C,4,44,3.01689,1.51212,0.06397,1.01199,1.05414,1.04435,1.07596,1.06122
YML041C,YML041C,3,31,2.50459,1.15364,0.08363,0.93874,0.96435,1.01268,0.99161,1.02238
CAT2,YML042W,4,44,1.78094,0.81039,0.04859,1.03029,1.05014,1.03065,1.07887,1.07175
RRN11,YML043C,0,0,,,,,,,,
PRP39,YML046W,0,0,,,,,,,,
PRM6,YML047C,4,43,0.96076,0.35503,0.03467,0.99199,1.00159,0.98789,1.02256,1.01269
GSF2,YML048W,2,22,3.1255,1.33017,0.1152,1.01722,1.09767,1.09892,1.13241,1.12161
YML048W-A,YML048W-A,2,22,14.02736,4.22879,0.05296,1.00209,1.02244,1.02721,0.97425,0.99073
rse1,YML049C,0,0,,,,,,,,
YML050W,YML050W,2,21,4.81039,1.92542,0.16305,1.0431,1.10039,1.13694,1.20615,1.17222
gal80,YML051W,2,22,1.43309,0.56652,0.05612,1.00334,1.05946,1.04694,1.04761,1.04993
SUR7,YML052W,2,22,1.63063,0.66108,0.07155,1.01436,1.07791,1.08591,1.06546,1.083
YML053C,YML053C,2,22,1.88502,0.78131,0.10311,1.03272,1.10783,1.11836,1.12017,1.13582
cyb2,YML054C,2,17,1.32081,0.48516,0.12422,0.97879,1.04315,1.08466,1.08943,1.10301
SPC2,YML055W,2,22,2.69775,1.14853,0.08083,0.9921,1.06073,1.07292,1.05233,1.07176
IMD4,YML056C,2,22,2.54781,1.08293,0.07669,1.00243,1.05217,1.07885,1.07764,1.07913
cmp2,YML057W,2,22,2.26028,0.95435,0.08803,1.00836,1.07024,1.07645,1.08994,1.09639
YML058C-A,YML058C-A,2,22,1.57687,0.63543,0.04595,1.0028,1.03637,1.04602,1.03888,1.04875
SML1,YML058W,2,22,2.24805,0.94881,0.02801,1.00669,1.02944,1.03053,1.00305,1.00252
YML059C,YML059C,2,22,2.22936,0.94031,0.03192,1.0006,1.01162,1.0168,0.98488,0.99619
OGG1,YML060W,2,22,2.96409,1.26259,0.09356,1.02198,1.08276,1.09474,1.11554,1.10935
pif1,YML061C,2,22,15.28045,4.44417,0.19298,0.73437,0.62437,0.57682,0.5414,0.57066
MFT1,YML062C,2,22,1.87131,0.77489,0.10951,1.03556,1.11096,1.11451,1.14506,1.12639
RPS1B,YML063W,2,20,68.47184,7.87683,0.2446,0.71521,0.76748,0.94857,0.95981,0.95547
TEM1,YML064C,0,0,,,,,,,,
ORC1,YML065W,0,0,,,,,,,,
YML066C,YML066C,4,44,0.83643,0.29127,0.02108,1.02032,1.01192,1.00455,0.99924,1.00337
ERV41,YML067C,4,44,1.2018,0.48491,0.04332,1.03055,1.0361,1.02149,1.06481,1.04612
